"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.418263198E1,-5.459476262E-3,-5.992108025E-3,-1.065263641E-3
3.419260277E1,-6.524739787E-3,-4.926844500E-3,-2.130527282E-3
3.420257224E1,-2.263685223E-3,-4.926844500E-3,-2.130527282E-3
3.421257480E1,-1.198421582E-3,-5.992108025E-3,-3.195791040E-3
3.422254756E1,9.321057005E-4,-5.992108025E-3,-4.261054564E-3
3.423249402E1,-1.331579551E-4,-8.122635074E-3,-3.195791040E-3
3.424246417E1,5.193160381E-3,-8.122635074E-3,-4.261054564E-3
3.425237146E1,-1.198421582E-3,-8.122635074E-3,-3.195791040E-3
3.426233527E1,-5.459476262E-3,-7.057371549E-3,-0.000000000E0
3.427232157E1,-6.524739787E-3,-5.992108025E-3,-0.000000000E0
3.428228761E1,-8.655266836E-3,-4.926844500E-3,-0.000000000E0
3.429225209E1,-6.524739787E-3,-4.926844500E-3,-0.000000000E0
3.430221797E1,-3.328948980E-3,-4.926844500E-3,-2.130527282E-3
3.431218724E1,-3.328948980E-3,-7.057371549E-3,-1.065263641E-3
3.432215349E1,-1.198421582E-3,-8.122635074E-3,-0.000000000E0
3.433213365E1,3.062632866E-3,-3.861580743E-3,-0.000000000E0
3.434210131E1,-1.198421582E-3,-3.861580743E-3,-2.130527282E-3
3.435205568E1,-1.331579551E-4,-6.657897611E-4,-2.130527282E-3
3.436202198E1,-7.590003312E-3,-1.731053460E-3,-1.065263641E-3
3.437199386E1,-5.459476262E-3,-6.657897611E-4,-2.130527282E-3
3.438196068E1,-2.263685223E-3,-1.731053460E-3,-2.130527282E-3
3.439192579E1,9.321057005E-4,-3.861580743E-3,-3.195791040E-3
3.440189245E1,4.127896391E-3,-2.796316985E-3,-8.522109129E-3
3.441183339E1,6.258423906E-3,-6.657897611E-4,-8.522109129E-3
3.442179740E1,-1.331579551E-4,-1.731053460E-3,-6.391582079E-3
3.443177422E1,1.997369342E-3,-6.657897611E-4,-6.391582079E-3
3.444173954E1,9.321057005E-4,-6.657897611E-4,-6.391582079E-3
3.445170402E1,-2.263685223E-3,3.994738800E-4,-5.326318089E-3
3.446166928E1,-7.590003312E-3,1.464737463E-3,-6.391582079E-3
3.447163829E1,-6.524739787E-3,1.464737463E-3,-9.587372653E-3
3.448160386E1,-2.263685223E-3,2.530001104E-3,-9.587372653E-3
3.449156584E1,-2.263685223E-3,3.994738800E-4,-8.522109129E-3
3.450153110E1,9.321057005E-4,1.464737463E-3,-1.065263618E-2
3.451150891E1,1.997369342E-3,1.464737463E-3,-9.587372653E-3
3.452147537E1,9.321057005E-4,1.464737463E-3,-9.587372653E-3
3.453144276E1,9.321057005E-4,3.994738800E-4,-6.391582079E-3
3.454140933E1,-2.263685223E-3,3.994738800E-4,-6.391582079E-3
3.455139037E1,-6.524739787E-3,3.994738800E-4,-5.326318089E-3
3.456135834E1,-8.655266836E-3,2.530001104E-3,-6.391582079E-3
3.457131214E1,-5.459476262E-3,1.464737463E-3,-6.391582079E-3
3.458127870E1,-1.198421582E-3,1.464737463E-3,-7.456845604E-3
3.459123344E1,-1.331579551E-4,-6.657897611E-4,-7.456845604E-3
3.460119881E1,3.062632866E-3,1.464737463E-3,-7.456845604E-3
3.461118417E1,9.321057005E-4,-6.657897611E-4,-5.326318089E-3
3.462115152E1,-7.590003312E-3,-6.657897611E-4,-4.261054564E-3
3.463112079E1,-5.459476262E-3,3.994738800E-4,-3.195791040E-3
3.464108829E1,-6.524739787E-3,1.464737463E-3,-2.130527282E-3
3.465104829E1,-6.524739787E-3,-6.657897611E-4,-5.326318089E-3
3.466101506E1,-7.590003312E-3,3.994738800E-4,-5.326318089E-3
3.467098407E1,-2.250369452E-2,6.791055668E-3,-5.326318089E-3
3.468095105E1,-7.257108390E-2,-1.557948068E-2,-4.261054564E-3
3.469090391E1,1.159805804E-1,1.424790081E-2,-7.456845604E-3
3.470086943E1,1.904158667E-2,-7.057371549E-3,-8.522109129E-3
3.471085464E1,-2.783001214E-2,-1.731053460E-3,-2.130527282E-3
3.472082214E1,-5.459476262E-3,3.994738800E-4,-1.491369121E-2
3.473078516E1,-6.524739787E-3,-6.657897611E-4,1.065263641E-3
3.474376033E1,-1.198421582E-3,1.744369231E-2,-2.343579940E-2
3.475376033E1,-1.198421582E-3,1.744369231E-2,-2.343579940E-2
3.476376033E1,-1.198421582E-3,1.744369231E-2,-2.343579940E-2
3.477376033E1,-1.198421582E-3,1.744369231E-2,-2.343579940E-2
3.478376033E1,-1.198421582E-3,1.744369231E-2,-2.343579940E-2
3.479371695E1,-1.611211337E-2,1.318263728E-2,-2.556632832E-2
3.480368299E1,5.193160381E-3,1.957421936E-2,-2.663159184E-2
3.481360554E1,6.258423906E-3,2.277000993E-2,-2.343579940E-2
3.482356757E1,-1.331579551E-4,2.277000993E-2,-2.130527236E-2
3.483353278E1,7.323687430E-3,2.383527346E-2,-1.917474531E-2
3.484349512E1,4.127896391E-3,1.957421936E-2,-1.704421826E-2
3.485348768E1,7.323687430E-3,1.744369231E-2,-1.491369121E-2
3.486345304E1,-2.263685223E-3,1.637842879E-2,-1.597895473E-2
3.487340674E1,-3.328948980E-3,1.744369231E-2,-1.384842768E-2
3.488337091E1,-1.331579551E-4,1.744369231E-2,-1.384842768E-2
3.489333294E1,3.062632866E-3,1.744369231E-2,-1.065263618E-2
3.490329690E1,-2.263685223E-3,1.424790081E-2,-8.522109129E-3
3.491326257E1,4.127896391E-3,1.424790081E-2,-4.261054564E-3
3.492322669E1,9.321057005E-4,1.424790081E-2,-4.261054564E-3
3.493320861E1,1.997369342E-3,1.744369231E-2,-3.195791040E-3
3.494317455E1,-2.263685223E-3,1.531316526E-2,-1.065263641E-3
3.495314455E1,3.062632866E-3,1.318263728E-2,-0.000000000E0
3.496311085E1,-3.328948980E-3,8.921583183E-3,-0.000000000E0
3.497307716E1,3.062632866E-3,9.986846708E-3,-0.000000000E0
3.498304346E1,1.997369342E-3,9.986846708E-3,-4.261054564E-3
3.499305127E1,-1.198421582E-3,7.856319658E-3,-5.326318089E-3
3.500302179E1,-6.524739787E-3,1.105211023E-2,-6.391582079E-3
3.501295101E1,3.062632866E-3,9.986846708E-3,-8.522109129E-3
3.502291731E1,1.997369342E-3,6.791055668E-3,-9.587372653E-3
3.503290132E1,9.321057005E-4,5.725792143E-3,-1.171789970E-2
3.504286945E1,1.158474199E-2,7.856319658E-3,-1.491369121E-2
3.505283549E1,1.478053257E-2,1.318263728E-2,-1.491369121E-2
3.506280341E1,1.051947847E-2,1.424790081E-2,-1.491369121E-2
3.507278856E1,3.062632866E-3,1.531316526E-2,-1.171789970E-2
3.508275820E1,-3.328948980E-3,1.424790081E-2,-1.171789970E-2
3.509269450E1,-1.198421582E-3,1.424790081E-2,-9.587372653E-3
3.510266075E1,-4.394212738E-3,1.424790081E-2,-1.065263618E-2
3.511265679E1,-7.590003312E-3,1.531316526E-2,-1.065263618E-2
3.512262606E1,-9.720530361E-3,1.637842879E-2,-1.278316416E-2
3.513259049E1,-7.590003312E-3,1.957421936E-2,-1.491369121E-2
3.514255929E1,-8.655266836E-3,1.637842879E-2,-1.491369121E-2
3.515248789E1,-1.331579551E-4,1.318263728E-2,-1.491369121E-2
3.516245262E1,6.258423906E-3,1.211737376E-2,-1.597895473E-2
3.517244179E1,3.062632866E-3,1.318263728E-2,-1.597895473E-2
3.518240903E1,1.997369342E-3,1.531316526E-2,-1.491369121E-2
3.519237341E1,1.997369342E-3,1.744369231E-2,-1.597895473E-2
3.520234033E1,-1.198421582E-3,1.637842879E-2,-1.171789970E-2
3.521229799E1,-3.328948980E-3,1.531316526E-2,-9.587372653E-3
3.522226398E1,-4.394212738E-3,9.986846708E-3,-9.587372653E-3
3.523223971E1,-5.459476262E-3,8.921583183E-3,-8.522109129E-3
3.524220664E1,-3.328948980E-3,8.921583183E-3,-8.522109129E-3
3.525218398E1,9.321057005E-4,8.921583183E-3,-6.391582079E-3
3.526215195E1,-4.394212738E-3,6.791055668E-3,-6.391582079E-3
3.527209549E1,-3.328948980E-3,5.725792143E-3,-4.261054564E-3
3.528206101E1,1.997369342E-3,4.660528619E-3,-4.261054564E-3
3.529204533E1,-1.331579551E-4,3.595264861E-3,-4.261054564E-3
3.530201273E1,-3.328948980E-3,4.660528619E-3,-4.261054564E-3
3.531197841E1,-1.331579551E-4,5.725792143E-3,-3.195791040E-3
3.532194565E1,1.997369342E-3,6.791055668E-3,-2.130527282E-3
3.533192664E1,-1.198421582E-3,6.791055668E-3,2.130527282E-3
3.534189528E1,-1.198421582E-3,5.725792143E-3,2.130527282E-3
3.535182294E1,-1.331579551E-4,3.595264861E-3,4.261054564E-3
3.536178736E1,-1.331579551E-4,1.464737463E-3,2.130527282E-3
3.537178304E1,3.062632866E-3,1.464737463E-3,-1.065263641E-3
3.538175070E1,-3.328948980E-3,2.530001104E-3,-5.326318089E-3
3.539171731E1,-5.459476262E-3,3.595264861E-3,-7.456845604E-3
3.540168481E1,-2.263685223E-3,4.660528619E-3,-7.456845604E-3
3.541164789E1,-1.198421582E-3,3.595264861E-3,-7.456845604E-3
3.542161492E1,-2.263685223E-3,1.464737463E-3,-8.522109129E-3
3.543158268E1,-2.263685223E-3,2.530001104E-3,-1.278316416E-2
3.544154981E1,-1.198421582E-3,4.660528619E-3,-1.704421826E-2
3.545151872E1,-1.198421582E-3,4.660528619E-3,-1.917474531E-2
3.546148601E1,-2.263685223E-3,7.856319658E-3,-2.130527236E-2
3.547144090E1,-2.263685223E-3,7.856319658E-3,-1.917474531E-2
3.548140690E1,9.321057005E-4,7.856319658E-3,-1.810948178E-2
3.549137783E1,1.997369342E-3,7.856319658E-3,-1.491369121E-2
3.550134434E1,-1.331579551E-4,9.986846708E-3,-1.171789970E-2
3.551130903E1,-3.328948980E-3,9.986846708E-3,-9.587372653E-3
3.552127533E1,-5.459476262E-3,1.105211023E-2,-9.587372653E-3
3.553124695E1,-7.590003312E-3,1.105211023E-2,-1.065263618E-2
3.554121377E1,-8.655266836E-3,8.921583183E-3,-1.065263618E-2
3.555119382E1,-2.263685223E-3,8.921583183E-3,-9.587372653E-3
3.556116200E1,-4.394212738E-3,7.856319658E-3,-9.587372653E-3
3.557110226E1,-7.590003312E-3,6.791055668E-3,-9.587372653E-3
3.558106762E1,-3.328948980E-3,6.791055668E-3,-1.171789970E-2
3.559105492E1,-7.590003312E-3,5.725792143E-3,-1.065263618E-2
3.560102242E1,-8.655266836E-3,5.725792143E-3,-1.065263618E-2
3.561098565E1,-4.394212738E-3,6.791055668E-3,-6.391582079E-3
3.562095278E1,-5.459476262E-3,7.856319658E-3,-3.195791040E-3
3.563092085E1,-5.339634046E-2,-6.657897611E-4,1.065263641E-3
3.564088804E1,-3.209106624E-2,5.725792143E-3,4.261054564E-3
3.565085528E1,1.287637353E-1,2.277000993E-2,-2.130527282E-3
3.566082247E1,1.051947847E-2,3.595264861E-3,-0.000000000E0
3.567078809E1,-1.504684892E-2,8.921583183E-3,-1.065263641E-3
3.568075507E1,2.649843320E-2,1.531316526E-2,-3.195791040E-3
3.569071221E1,-1.398158539E-2,7.856319658E-3,2.130527282E-3
3.570067820E1,-4.394212738E-3,9.986846708E-3,-3.195791040E-3
3.571065945E1,8.388951421E-3,1.105211023E-2,-3.195791040E-3
3.572062695E1,-2.356895804E-2,3.595264861E-3,-6.391582079E-3
3.573057716E1,1.371526904E-2,8.921583183E-3,-9.587372653E-3
3.574054294E1,5.193160381E-3,5.725792143E-3,-1.171789970E-2
3.575051387E1,-8.655266836E-3,3.994738800E-4,-1.171789970E-2
3.576048018E1,1.051947847E-2,3.994738800E-4,-1.384842768E-2
3.577045971E1,1.265000552E-2,-6.657897611E-4,-1.384842768E-2
3.578042736E1,-1.078579482E-2,-3.861580743E-3,-1.278316416E-2
3.579039664E1,1.478053257E-2,5.725792143E-3,-8.522109129E-3
3.580036440E1,-2.263685223E-3,4.660528619E-3,-4.261054564E-3
3.581031507E1,-7.590003312E-3,6.791055668E-3,4.261054564E-3
3.582028111E1,-5.459476262E-3,6.791055668E-3,5.326318089E-3
3.583026596E1,-1.198421582E-3,6.791055668E-3,6.391582079E-3
3.584023387E1,-3.328948980E-3,4.660528619E-3,4.261054564E-3
3.585019257E1,4.127896391E-3,8.921583183E-3,4.261054564E-3
3.586015955E1,-6.524739787E-3,5.725792143E-3,2.130527282E-3
3.587011710E1,-1.331579551E-4,2.530001104E-3,2.130527282E-3
3.588008309E1,-1.331579551E-4,1.464737463E-3,-0.000000000E0
3.589006585E1,-3.328948980E-3,-1.731053460E-3,-5.326318089E-3
3.590003356E1,-2.263685223E-3,3.994738800E-4,-6.391582079E-3
3.590999424E1,-1.198421582E-3,3.994738800E-4,-7.456845604E-3
3.591996122E1,-4.394212738E-3,-6.657897611E-4,-6.391582079E-3
3.592992455E1,-1.198421582E-3,1.464737463E-3,-1.065263618E-2
3.593989111E1,-1.198421582E-3,2.530001104E-3,-1.171789970E-2
3.594986570E1,-2.263685223E-3,2.530001104E-3,-1.278316416E-2
3.595983309E1,9.321057005E-4,1.464737463E-3,-1.171789970E-2
3.596979346E1,9.321057005E-4,2.530001104E-3,-9.587372653E-3
3.597976018E1,-4.394212738E-3,7.856319658E-3,-8.522109129E-3
3.598971736E1,3.062632866E-3,1.424790081E-2,-8.522109129E-3
3.599968309E1,3.062632866E-3,2.277000993E-2,-3.195791040E-3
3.600966424E1,-1.331579551E-4,1.850895584E-2,-2.130527282E-3
3.601963153E1,6.258423906E-3,1.744369231E-2,-0.000000000E0
3.602959721E1,-1.198421582E-3,1.531316526E-2,-7.456845604E-3
3.603956429E1,3.062632866E-3,1.637842879E-2,-1.597895473E-2
3.604952533E1,6.258423906E-3,1.957421936E-2,-2.237053588E-2
3.605949179E1,1.997369342E-3,1.850895584E-2,-2.343579940E-2
3.606946528E1,1.997369342E-3,1.744369231E-2,-2.769685537E-2
3.607943247E1,3.062632866E-3,1.424790081E-2,-2.876211889E-2
3.608940429E1,1.997369342E-3,9.986846708E-3,-2.982738242E-2
3.609937195E1,7.323687430E-3,4.660528619E-3,-3.621896356E-2
3.610932111E1,7.323687430E-3,3.994738800E-4,-3.728422895E-2
3.611928690E1,-6.524739787E-3,-1.731053460E-3,-3.408843651E-2
3.612925585E1,-4.394212738E-3,-1.731053460E-3,-3.408843651E-2
3.613922190E1,-2.263685223E-3,2.530001104E-3,-3.302317113E-2
3.614920768E1,-5.459476262E-3,4.660528619E-3,-2.876211889E-2
3.615917575E1,-2.263685223E-3,3.595264861E-3,-2.663159184E-2
3.616914851E1,-6.524739787E-3,-2.796316985E-3,-2.237053588E-2
3.617911700E1,-1.078579482E-2,-5.992108025E-3,-2.237053588E-2
3.618908549E1,-1.078579482E-2,-3.861580743E-3,-2.876211889E-2
3.619905398E1,-1.078579482E-2,3.994738800E-4,-3.941475600E-2
3.620902268E1,-1.398158539E-2,4.660528619E-3,-4.367581010E-2
3.621899117E1,-1.078579482E-2,1.464737463E-3,-4.154528305E-2
3.622895382E1,-1.504684892E-2,-5.992108025E-3,-3.834949061E-2
3.623892174E1,-1.611211337E-2,-1.344895363E-2,-4.474107176E-2
3.624884799E1,-2.143843099E-2,-1.131842658E-2,-9.693899006E-2
3.625881169E1,9.361004084E-2,3.981423005E-2,-3.046653867E-1
3.626882330E1,4.886896908E-2,7.856319658E-3,-2.514022291E-1
3.627879184E1,-2.355564237E-1,-7.936213911E-2,-1.906821877E-1
3.628875039E1,2.031990439E-1,-4.434159771E-2,-2.460758984E-1
3.629871788E1,-6.511423737E-2,-9.321057051E-2,-2.780338228E-1
3.630868314E1,-1.748363972E-1,-9.960214794E-2,-2.822948694E-1
3.631865044E1,2.255695760E-1,-1.557948068E-2,-3.972101808E-1
3.632859856E1,-6.524739787E-3,-5.073318258E-2,-4.813660085E-1
3.633856393E1,-1.428784877E-1,-8.894951642E-2,-4.973449707E-1
3.634853539E1,1.234374270E-1,-8.468846232E-2,-4.845618010E-1
3.635850132E1,-1.930790395E-2,-1.027979404E-1,-4.344944060E-1
3.636847554E1,-1.343563795E-1,-1.081242561E-1,-4.302333593E-1
3.637844231E1,1.340900660E-1,-4.221107066E-2,-3.929491341E-1
3.638841153E1,-2.996053919E-2,-5.805686861E-2,-3.503385782E-1
3.639837851E1,-3.954791278E-2,-5.179844424E-2,-3.004043400E-1
3.640833351E1,7.230477035E-2,-4.114580899E-2,-2.801643312E-1
3.641829929E1,-1.198421582E-3,-6.338318437E-2,-2.588590682E-1
3.642827231E1,-3.848264739E-2,-7.084003091E-2,-2.407495826E-1
3.643823882E1,4.673844203E-2,-5.179844424E-2,-2.460758984E-1
3.644821731E1,-2.263685223E-3,-6.657897681E-2,-2.556632757E-1
3.645818502E1,-2.889527567E-2,-8.255793154E-2,-2.460758984E-1
3.646813247E1,1.478053257E-2,-8.255793154E-2,-2.428801060E-1
3.647809809E1,-6.524739787E-3,-9.001477808E-2,-2.364885211E-1
3.648808257E1,-1.930790395E-2,-1.038632020E-1,-2.162485123E-1
3.649805007E1,2.543316968E-2,-9.747162461E-2,-2.002695650E-1
3.650801294E1,6.258423906E-3,-1.027979404E-1,-1.725727171E-1
3.651797997E1,-1.930790395E-2,-1.123853177E-1,-1.661811322E-1
3.652795216E1,3.395527974E-2,-1.038632020E-1,-1.512674391E-1
3.653791971E1,-2.263685223E-3,-1.038632020E-1,-1.565937549E-1
3.654787090E1,-1.331579551E-4,-9.534109384E-2,-1.704421788E-1
3.655783679E1,2.436790615E-2,-7.936213911E-2,-1.864211410E-1
3.656782143E1,-2.263685223E-3,-8.255793154E-2,-1.928127259E-1
3.657778919E1,5.193160381E-3,-8.681898564E-2,-1.928127259E-1
3.658775226E1,1.691105962E-2,-9.108003974E-2,-1.992042959E-1
3.659771955E1,-1.331579551E-4,-9.640636295E-2,-2.279664129E-1
3.660767466E1,1.371526904E-2,-9.853688627E-2,-2.684464455E-1
3.661764070E1,1.691105962E-2,-9.747162461E-2,-3.217096329E-1
3.662762507E1,1.584579609E-2,-1.038632020E-1,-3.727091253E-1
3.663759294E1,2.756369673E-2,-1.049284711E-1,-4.217112362E-1
3.664753731E1,5.193160381E-3,-1.166463718E-1,-4.632565379E-1
3.665750278E1,-7.590003312E-3,-1.272990108E-1,-4.760396779E-1
3.666746523E1,8.388951421E-3,-1.304948032E-1,-5.026713014E-1
3.667743044E1,9.454214945E-3,-1.272990108E-1,-5.261070728E-1
3.668740091E1,-2.037316747E-2,-1.315600574E-1,-5.388902426E-1
3.669736664E1,1.797632314E-2,-1.262337416E-1,-5.367597342E-1
3.670734549E1,1.691105962E-2,-1.209074259E-1,-5.165197253E-1
3.671731252E1,-4.394212738E-3,-1.155811027E-1,-4.941491783E-1
3.672728914E1,1.371526904E-2,-1.113200486E-1,-4.685828388E-1
3.673725710E1,1.051947847E-2,-1.145158410E-1,-4.334291518E-1
3.674722007E1,-1.611211337E-2,-1.177116334E-1,-3.897533417E-1
3.675718752E1,1.797632314E-2,-1.145158410E-1,-3.599259555E-1
3.676714455E1,1.478053257E-2,-1.145158410E-1,-3.450122476E-1
3.677711096E1,-6.524739787E-3,-1.251684725E-1,-3.237069845E-1
3.678710570E1,3.289001435E-2,-1.251684725E-1,-3.046653867E-1
3.679707497E1,8.828372508E-2,-1.219726875E-1,-2.844253778E-1
3.680703841E1,3.395527974E-2,-1.390169114E-1,-2.652506530E-1
3.681700710E1,4.460791498E-2,-1.528653353E-1,-2.450106442E-1
3.682695148E1,3.289001435E-2,-1.656484902E-1,-2.343579978E-1
3.683691768E1,1.904158667E-2,-1.794969290E-1,-2.183790505E-1
3.684690356E1,1.584579609E-2,-1.858884990E-1,-2.087916732E-1
3.685687174E1,9.454214945E-3,-1.954758763E-1,-2.077264041E-1
3.686682492E1,2.969422378E-2,-1.997369379E-1,-2.098569423E-1
3.687679158E1,4.993423447E-2,-2.061285079E-1,-2.055958807E-1
3.688677226E1,1.371526904E-2,-2.167811543E-1,-2.002695650E-1
3.689674033E1,3.715106845E-2,-2.157158852E-1,-1.960085034E-1
3.690668789E1,5.632581562E-2,-2.157158852E-1,-1.778990328E-1
3.691665387E1,2.436790615E-2,-2.231727391E-1,-1.523326933E-1
3.692663679E1,-7.683213800E-2,-2.487390637E-1,-1.395495385E-1
3.693660450E1,4.247738793E-2,-2.391516864E-1,-1.384842694E-1
3.694655830E1,1.458079666E-1,-2.157158852E-1,-1.438105851E-1
3.695652455E1,-4.700475931E-2,-2.444780022E-1,-1.331579536E-1
3.696649960E1,-3.635212034E-2,-2.561959028E-1,-1.342232227E-1
3.697646674E1,6.697845459E-2,-2.487390637E-1,-1.459411234E-1
3.698645111E1,6.258423906E-3,-2.593916953E-1,-1.384842694E-1
3.699642002E1,-2.783001214E-2,-2.657832801E-1,-1.438105851E-1
3.700635731E1,7.763108611E-2,-2.530001104E-1,-1.651158631E-1
3.701632299E1,7.763108611E-2,-2.444780022E-1,-1.597895473E-1
3.702628533E1,8.402267098E-2,-2.231727391E-1,-1.448758543E-1
3.703625064E1,3.821633384E-2,-2.082590461E-1,-8.309056610E-2
3.704624752E1,-2.143843099E-2,-1.997369379E-1,-9.587372653E-3
3.705621601E1,-2.356895804E-2,-1.890842915E-1,7.456845790E-2
3.706616637E1,2.543316968E-2,-1.613874435E-1,1.608548164E-1
3.707613304E1,2.149169445E-1,-1.081242561E-1,2.533995807E-1
3.708608783E1,1.255679578E-1,-9.108003974E-2,2.970753908E-1
3.709605330E1,-2.143843099E-2,-8.575372398E-2,3.524691164E-1
3.710601252E1,-3.209106624E-2,-6.338318437E-2,4.419512451E-1
3.711597731E1,7.656582445E-2,-2.942790836E-2,5.516734123E-1
3.712597914E1,1.478053257E-2,-1.238369010E-2,6.645913720E-1
3.713594768E1,1.797632314E-2,3.235738352E-2,7.508777380E-1
3.714591216E1,-4.700475931E-2,6.857634336E-2,7.933551073E-1
3.715588028E1,-1.354216337E-1,8.668582886E-2,8.103992939E-1
3.716583007E1,-1.398158539E-2,1.175784767E-1,7.890940309E-1
3.717579637E1,-2.263685223E-3,1.250353158E-1,7.688540220E-1
3.718577512E1,-1.940111369E-1,9.307741374E-2,7.709845304E-1
3.719574262E1,-1.428784877E-1,9.094688296E-2,7.635276914E-1
3.720569559E1,4.354264960E-2,1.133174226E-1,7.603319287E-1
3.721566164E1,-1.695100814E-1,8.988162130E-2,7.677887678E-1
3.722562346E1,-1.396826953E-1,1.026647836E-1,7.306377292E-1
3.723558908E1,8.402267098E-2,1.335574239E-1,6.816355586E-1
3.724555710E1,3.075948730E-2,1.218395308E-1,6.390250325E-1
3.725552294E1,-3.848264739E-2,9.840372950E-2,5.900229216E-1
3.726548867E1,-1.066595241E-1,6.111950055E-2,5.644565821E-1
3.727545445E1,-1.247690022E-1,1.957421936E-2,5.378249884E-1
3.728544846E1,-8.109319210E-2,3.595264861E-3,4.717786312E-1
3.729541710E1,1.051947847E-2,3.994738800E-4,3.705785871E-1
3.730539278E1,1.607216448E-1,-5.992108025E-3,2.725743353E-1
3.731536216E1,-1.343563795E-1,-9.214530140E-2,2.109221965E-1
3.732530690E1,4.034686089E-2,-1.017326787E-1,1.502021700E-1
3.733527377E1,1.808284968E-1,-9.321057051E-2,8.522108942E-2
3.734526002E1,-1.343563795E-1,-1.272990108E-1,2.024000883E-2
3.735522882E1,1.468732208E-1,-5.379581451E-2,-2.982738242E-2
3.736524559E1,6.697845459E-2,-4.327633604E-2,-4.048001766E-2
3.737521924E1,-7.896266878E-2,-6.870950758E-2,-2.343579940E-2
3.738517450E1,1.893506050E-1,-1.344895363E-2,3.195791040E-3
3.739514627E1,-4.593949392E-2,-8.122635074E-3,4.900212586E-2
3.740507174E1,-3.079943359E-1,-2.410159074E-2,8.309056610E-2
3.741503887E1,3.289001435E-2,3.661843762E-2,1.331579536E-1
3.742496815E1,1.330247968E-1,7.070687413E-2,1.864211410E-1
3.743493143E1,-8.428898454E-2,6.644582003E-2,2.331595868E-1
3.744493148E1,1.158474199E-2,9.946899116E-2,2.704437971E-1
3.745489846E1,-1.535311192E-1,7.177213579E-2,2.906838059E-1
3.746486992E1,-7.789740711E-2,6.857634336E-2,3.407512009E-1
3.747483731E1,3.928159550E-2,9.414267540E-2,3.737743795E-1
3.748480309E1,-4.380896688E-2,9.201214463E-2,4.249070287E-1
3.749477033E1,-4.700475931E-2,9.414267540E-2,4.920186400E-1
3.750473158E1,-2.676474862E-2,1.015995219E-1,5.569997430E-1
3.751469825E1,-2.025332451E-1,9.094688296E-2,5.751091838E-1
3.752465919E1,-7.470161468E-2,1.218395308E-1,6.060018539E-1
3.753462523E1,-5.978792161E-2,1.239700541E-1,6.390250325E-1
3.754459596E1,7.337003201E-2,1.442100704E-1,6.773745418E-1
3.755456247E1,9.361004084E-2,1.655153334E-1,6.763092279E-1
3.756451476E1,-1.290300637E-1,1.399490088E-1,6.901576519E-1
3.757447981E1,-1.503353268E-1,1.303616315E-1,7.103977203E-1
3.758444429E1,9.041424841E-2,1.921469271E-1,7.317029834E-1
3.759440929E1,-9.920267761E-2,1.868206114E-1,7.391598225E-1
3.760437309E1,2.436790615E-2,2.134522051E-1,7.498124242E-1
3.761433799E1,1.319595277E-1,2.251701057E-1,7.582014203E-1
3.762430440E1,-1.002679393E-1,1.985385120E-1,7.603319287E-1
3.763426940E1,-4.274370521E-2,2.464753687E-1,7.050713897E-1
3.764423992E1,-5.659212917E-2,2.613890767E-1,7.061366439E-1
3.765420544E1,-1.109205782E-1,2.539322078E-1,6.805703044E-1
3.766418809E1,4.673844203E-2,2.571280003E-1,6.560692191E-1
3.767415539E1,5.193160381E-3,2.198437899E-1,6.390250325E-1
3.768411882E1,-2.783001214E-2,2.006690353E-1,5.857618451E-1
3.769408570E1,-7.576687634E-2,1.868206114E-1,5.122586489E-1
3.770404007E1,-8.655266836E-3,1.687111259E-1,4.376901984E-1
3.771400565E1,-6.937529147E-2,1.367532164E-1,3.482080400E-1
3.772399200E1,9.321057005E-4,1.452753246E-1,2.502037883E-1
3.773395971E1,-1.013332009E-1,1.186437383E-1,1.555284858E-1
3.774391481E1,-9.813741595E-2,8.668582886E-2,9.267793596E-2
3.775388122E1,-4.274370521E-2,7.816372067E-2,2.663159184E-2
3.776385466E1,-2.143843099E-2,7.177213579E-2,-6.924213469E-2
3.777382179E1,-2.355564237E-1,1.637842879E-2,-1.693769246E-1
3.778378976E1,9.321057005E-4,4.407528415E-2,-2.673811615E-1
3.779375695E1,-3.328948980E-3,6.325002760E-2,-3.748396337E-1
3.780372408E1,-3.954791278E-2,5.792371184E-2,-4.792354703E-1
3.781369127E1,2.223737910E-2,4.407528415E-2,-5.697829127E-1
3.782364903E1,-1.013332009E-1,3.994738800E-4,-6.603302956E-1
3.783361528E1,-8.535424620E-2,-2.729738131E-2,-7.732482553E-1
3.784358768E1,3.075948730E-2,-5.379581451E-2,-8.201198578E-1
3.785355450E1,-7.257108390E-2,-7.616634667E-2,-8.595346212E-1
3.786353179E1,-4.700475931E-2,-7.510108501E-2,-9.073383212E-1
3.787349966E1,-6.617950648E-2,-6.657897681E-2,-9.755151868E-1
3.788346294E1,-1.279647946E-1,-8.788424730E-2,-1.044757366E0
3.789343033E1,-1.524658650E-1,-1.390169114E-1,-1.037300467E0
3.790339387E1,6.378266215E-2,-1.123853177E-1,-9.627320170E-1
3.791336085E1,-7.590003312E-3,-1.209074259E-1,-9.392961860E-1
3.792332601E1,8.934898674E-2,-9.853688627E-2,-9.020119905E-1
3.793329283E1,-1.492700726E-1,-1.347558498E-1,-9.297088385E-1
3.794326064E1,-2.792322338E-1,-1.763011366E-1,-9.648625255E-1
3.795322752E1,1.181111038E-1,-1.379516423E-1,-9.030772448E-1
