"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.678256261E1,-2.888196111E-1,-3.701791167E-1,2.906838059E-1
1.679253350E1,1.013731480E0,-9.534109384E-2,3.556649089E-1
1.680250225E1,5.238434076E-1,-5.699160323E-2,3.663175404E-1
1.681246595E1,-2.781669796E-1,-2.061285079E-1,3.929491341E-1
1.682243418E1,1.087234735E0,5.725792143E-3,3.343596160E-1
1.683239475E1,5.909550190E-1,-6.870950758E-2,3.258375227E-1
1.684236220E1,4.844286442E-1,-1.209074259E-1,3.151848912E-1
1.685232392E1,4.151864946E-1,-2.583264410E-1,3.343596160E-1
1.686229079E1,-1.035303116E0,-5.331644416E-1,3.024017215E-1
1.687225782E1,-1.215332627E0,-6.416881680E-1,1.928127259E-1
1.688222470E1,8.390282989E-1,-2.412822098E-1,1.459411234E-1
1.689216839E1,9.254477918E-2,-2.711096108E-1,1.949432492E-1
1.690213287E1,-5.603286624E-1,-4.255728126E-1,1.374190152E-1
1.691211095E1,-6.298371404E-2,-5.054675937E-1,1.885516644E-1
1.692207683E1,1.371526904E-2,-5.736444592E-1,3.418164849E-1
1.693204845E1,6.559360623E-1,-4.522044063E-1,4.664523304E-1
1.694201490E1,1.680453420E0,-1.954758763E-1,5.601955056E-1
1.695198438E1,8.486156464E-1,-2.934801280E-1,6.262418628E-1
1.696195115E1,-3.378217220E-1,-5.044023395E-1,7.986814380E-1
1.697191553E1,-4.058654606E-1,-5.704486966E-1,7.656582594E-1
1.698188199E1,-7.446193099E-1,-6.619281769E-1,5.601955056E-1
1.699185142E1,-7.861645818E-1,-6.864292622E-1,6.901576519E-1
1.700181818E1,5.451486707E-1,-4.894886315E-1,1.020256281E0
1.701178418E1,9.029440880E-1,-4.319643974E-1,1.331180096E0
1.702175089E1,6.111950278E-1,-4.575307369E-1,1.580451727E0
1.703171803E1,4.929507375E-1,-4.426170290E-1,1.946769357E0
1.704168475E1,7.323687430E-3,-3.925496638E-1,2.189649343E0
1.705165074E1,-4.697812796E-1,-3.957454562E-1,2.306828499E0
1.706161740E1,2.330264263E-2,-2.924148738E-1,2.600708008E0
1.707158720E1,-2.398174703E-1,-3.137201369E-1,2.939328671E0
1.708155412E1,-3.463438451E-1,-2.838927507E-1,3.275952101E0
1.709152746E1,2.809632719E-1,-1.059937328E-1,3.598593712E0
1.710149506E1,-2.547311783E-1,-9.534109384E-2,3.796732664E0
1.711145392E1,-3.122554123E-1,5.725792143E-3,3.958652735E0
1.712142063E1,-3.707117438E-1,1.111868918E-1,4.055458546E0
1.713139027E1,-6.828339696E-1,9.733846784E-2,4.146006107E0
1.714135725E1,-9.720530361E-3,1.058605760E-1,4.300469398E0
1.715132459E1,3.928159550E-2,1.105211023E-2,4.429366112E0
1.716129157E1,2.426137924E-1,7.283740491E-2,4.496477604E0
1.717125569E1,9.828388691E-1,3.338269889E-1,4.393147469E0
1.718122240E1,1.279914260E0,5.787044764E-1,4.009652138E0
1.719118777E1,1.286305904E0,3.615238369E-1,3.810581207E0
1.720115433E1,7.177214026E-1,-5.592634156E-2,3.646530628E0
1.721112621E1,-1.331579551E-4,-4.434159771E-2,3.208840370E0
1.722109329E1,-8.213182688E-1,2.976080179E-1,2.174735785E0
1.723106074E1,-5.539370775E-1,6.010749936E-1,1.213068962E0
1.724102787E1,5.430181623E-1,6.767086983E-1,6.145239472E-1
1.725099464E1,1.052080989E0,5.179844499E-1,2.374206334E-1
1.726096168E1,1.614407063E0,3.583280444E-1,2.450106293E-2
1.727093506E1,2.133057356E0,3.583280444E-1,-2.961432934E-1
1.728090277E1,7.633945346E-1,1.719069183E-1,-5.335639119E-1
1.729089438E1,7.633945346E-1,9.201214463E-2,-3.503385782E-1
1.730086449E1,1.702823877E0,1.601890177E-1,-3.515370190E-2
1.731080240E1,6.218476295E-1,-1.984053478E-2,1.874863952E-1
1.732076923E1,9.263799191E-1,2.358227372E-1,2.342248410E-1
1.733074053E1,1.545164943E0,6.404897571E-1,2.651174963E-1
1.734070782E1,1.075516820E0,7.768434882E-1,4.749744236E-1
1.735067355E1,1.247024298E0,7.853656411E-1,9.084035754E-1
1.736064068E1,1.311872125E0,8.311719298E-1,1.188567877E0
1.737060360E1,7.303713560E-1,8.908267021E-1,1.302417994E0
1.738057032E1,-3.909517527E-1,8.993488550E-1,1.064997315E0
1.739055527E1,-3.475289583E0,1.665806025E-1,7.402250767E-1
1.740052376E1,-3.984085917E-1,7.390266657E-2,8.700540662E-1
1.741046892E1,2.496179104E0,4.286354482E-1,8.434224725E-1
1.742043511E1,1.051015735E0,2.177132517E-1,8.263782859E-1
1.743041147E1,-1.641837656E-1,4.660528619E-3,9.691236019E-1
1.744037865E1,1.135171533E0,2.209090441E-1,8.295740485E-1
1.745037183E1,1.648495436E0,4.829638898E-1,6.773745418E-1
1.746034162E1,9.902957082E-1,6.159886718E-1,4.398207366E-1
1.747027694E1,-1.611211337E-2,4.456796646E-1,2.171806246E-1
1.748024324E1,-1.576323867E0,-1.581916511E-1,4.025365114E-1
1.749020397E1,1.158474199E-2,-2.018674612E-1,6.571345329E-1
1.750016970E1,2.032922506E0,1.633848101E-1,1.094824672E0
1.751014855E1,1.516402841E0,1.974732429E-1,1.494165421E0
1.752011558E1,9.370325208E-1,2.219743133E-1,1.563407540E0
1.753008235E1,1.219327450E0,5.094623566E-1,1.698696017E0
1.754004933E1,-7.169224024E-1,3.221091032E-1,1.961683035E0
1.755001511E1,-2.458229065E0,2.081258893E-1,1.958487153E0
1.755998199E1,-1.592302799E0,1.974732429E-1,1.777525544E0
1.756995136E1,2.500706315E-1,2.304964215E-1,1.763677120E0
1.757991850E1,9.295756817E-1,2.837595940E-1,2.151299953E0
1.758988287E1,1.484444857E0,4.765723348E-1,2.587924957E0
1.759984970E1,1.554752231E0,9.419593811E-1,2.890459776E0
1.760981277E1,6.463487148E-1,1.041960955E0,2.893655539E0
1.761977918E1,8.721846342E-2,5.861613154E-1,2.675276518E0
1.762975126E1,1.349156380E0,4.595280886E-1,2.274870396E0
1.763971824E1,1.353417397E0,5.179844499E-1,2.101232529E0
1.764969006E1,1.234241128E0,8.226498365E-1,2.008554697E0
1.765965751E1,2.369412661E0,1.130377889E0,1.896701932E0
1.766962131E1,1.095756769E0,9.728519917E-1,1.764742374E0
1.767958834E1,-4.461457253E0,-1.131842658E-2,1.541036963E0
1.768955292E1,-5.720465779E-1,7.856319658E-3,1.479251742E0
1.769951975E1,4.322706699E0,5.744433999E-1,1.706152916E0
1.770949100E1,1.762478709E0,4.179828167E-1,1.712544441E0
1.771945824E1,3.576622605E-1,6.756434441E-1,1.437706470E0
1.772942402E1,2.342781067E0,1.158074737E0,1.478186488E0
1.773939115E1,1.784849286E0,9.898962379E-1,1.689108610E0
1.774936157E1,3.693801761E-1,8.141277432E-1,1.607083321E0
1.775932897E1,1.343830109E0,1.011201501E0,1.185372114E0
1.776929444E1,1.612276554E0,1.112268448E0,7.677887678E-1
1.777926168E1,5.110602379E-1,8.673909307E-1,6.464818716E-1
1.778921626E1,1.195891619E0,8.929572701E-1,5.271723270E-1
1.779918220E1,1.359809041E0,9.259804487E-1,5.197154880E-1
1.780915975E1,4.759065211E-1,7.321024537E-1,5.996102691E-1
1.781912688E1,1.550491214E0,7.789740562E-1,7.773761153E-1
1.782910162E1,1.620798588E0,9.046751261E-1,7.040061355E-1
1.783906949E1,1.175651550E0,1.139965296E0,5.932186842E-1
1.784903433E1,1.937048793E0,1.379649520E0,5.346291661E-1
1.785900183E1,3.576622605E-1,1.148487329E0,4.046670198E-1
1.786896839E1,-1.773397684E0,8.247803450E-1,4.728438854E-1
1.787893579E1,1.633581758E0,1.171923161E0,5.932186842E-1
1.788889938E1,1.828391910E0,1.067527294E0,8.306393027E-1
1.789886642E1,-1.652490199E-1,6.713824272E-1,8.849677444E-1
1.790884454E1,1.192695856E0,8.982835412E-1,8.146603703E-1
1.791881272E1,2.178863525E0,1.134638906E0,7.167892456E-1
1.792878142E1,2.404832691E-1,1.119725227E0,4.238417745E-1
1.793874959E1,-5.102612972E-1,1.006940484E0,1.043958366E-1
1.794872834E1,8.017440438E-1,1.049417853E0,-2.450106293E-2
1.795869756E1,1.223721579E-1,8.194540739E-1,-6.924213469E-2
1.796864527E1,-3.559312224E-1,5.542033911E-1,-1.555284858E-1
1.797861230E1,1.201217890E0,6.745781898E-1,-2.535327375E-1
1.798857595E1,1.324655294E0,7.779088020E-1,-4.099933505E-1
1.799854267E1,5.994771123E-1,9.430246353E-1,-6.060018539E-1
1.800852121E1,6.793718934E-1,1.138900042E0,-7.934882641E-1
1.801848907E1,2.170474678E-1,1.017593145E0,-8.392946124E-1
1.802845339E1,-7.265098095E-1,6.862961054E-1,-8.030756116E-1
1.803842089E1,-7.190529704E-1,5.073317885E-1,-7.721830010E-1
1.804839225E1,4.034686089E-1,6.064013243E-1,-8.392946124E-1
1.805836011E1,3.491401672E-1,6.064013243E-1,-1.071388960E0
1.806831371E1,2.000032514E-1,5.233107805E-1,-1.141696334E0
1.807828011E1,8.954872489E-1,6.585992575E-1,-1.184306860E0
1.808824194E1,7.218492627E-1,7.512772083E-1,-1.304681659E0
1.809820787E1,-2.440785319E-1,5.765739679E-1,-1.306812167E0
1.810818313E1,1.500690132E-1,4.126565158E-1,-1.302551150E0
1.811815001E1,6.452834606E-1,3.689807057E-1,-1.332378507E0
1.812812720E1,1.850895584E-1,2.390185297E-1,-1.343031168E0
1.813809511E1,3.406180441E-1,2.294311523E-1,-1.315334320E0
1.814805412E1,2.681801319E-1,2.475406379E-1,-1.258875251E0
1.815802110E1,-6.404897571E-2,1.953427196E-1,-1.019191027E0
1.816798767E1,1.447426975E-1,2.241048366E-1,-6.560692191E-1
1.817795459E1,9.454214945E-3,3.146522343E-1,-3.865575492E-1
1.818791230E1,-1.897500902E-1,3.583280444E-1,-8.309056610E-2
1.819787834E1,3.150517344E-1,4.627238810E-1,2.629869580E-1
1.820786454E1,1.735048145E-1,5.360939503E-1,5.719134212E-1
1.821783261E1,-2.664490640E-1,5.659213066E-1,8.050730228E-1
1.822776980E1,-4.687159956E-1,5.243760347E-1,1.019191027E0
1.823773470E1,-5.901560783E-1,4.691154659E-1,1.154479504E0
1.824773371E1,3.182475269E-2,5.020055175E-1,1.299222112E0
1.825770204E1,5.558013320E-1,6.085318327E-1,1.407879114E0
1.826764194E1,3.949464858E-1,6.202497482E-1,1.403617978E0
1.827760735E1,3.022685647E-1,5.989444852E-1,1.400422215E0
1.828760454E1,4.812328517E-1,7.022750378E-1,1.285506845E0
1.829757318E1,2.660495937E-1,6.894918680E-1,1.205612183E0
1.830753850E1,4.269044101E-1,7.448856235E-1,1.014929891E0
1.831750678E1,4.950812757E-1,7.938877344E-1,7.656582594E-1
1.832745454E1,4.354264960E-2,6.351634264E-1,5.623260736E-1
1.833742079E1,7.443529367E-2,5.318328738E-1,4.334291518E-1
1.834738944E1,3.640538454E-1,5.179844499E-1,2.629869580E-1
1.835735589E1,1.372858584E-1,3.934817612E-1,8.415582776E-2
1.836734423E1,3.363569975E-1,3.167827725E-1,-9.374319762E-2
1.837731287E1,2.468748540E-1,2.784332931E-1,-2.215748429E-1
1.838728334E1,2.202432603E-1,3.870901763E-1,-4.366249442E-1
1.839725214E1,3.747064769E-1,4.680502117E-1,-6.145239472E-1
1.840722444E1,4.780370593E-1,5.030707717E-1,-8.265114427E-1
1.841719360E1,4.865591824E-1,5.052012801E-1,-9.904288650E-1
1.842713782E1,1.724395454E-1,3.647196293E-1,-9.510141015E-1
1.843710449E1,-5.020054802E-2,3.050648868E-1,-8.732498884E-1
1.844707506E1,-1.801627129E-1,3.466101587E-1,-9.819067717E-1
1.845704204E1,-9.596694112E-1,1.378184855E-1,-1.041561484E0
1.846698261E1,-2.302301079E-1,1.282311082E-1,-1.037300467E0
1.847694694E1,3.587275445E-1,1.846900880E-1,-1.168327928E0
1.848694933E1,-2.206427306E-1,1.026647836E-1,-1.290833235E0
1.849691751E1,2.607232630E-1,1.463405937E-1,-1.365401626E0
1.850686261E1,6.729803085E-1,1.474058628E-1,-1.423858047E0
1.851682845E1,-1.482048035E-1,-5.992108025E-3,-1.500556946E0
1.852679220E1,3.896201849E-1,6.431528926E-2,-1.551689625E0
1.853675777E1,5.856286883E-1,8.775109053E-2,-1.525058031E0
1.854675032E1,-3.090596199E-1,-5.486107618E-2,-1.446228504E0
1.855671865E1,-1.982721984E-1,-1.027979404E-1,-1.392033219E0
1.856665282E1,8.388951421E-3,-1.432779580E-1,-1.335574269E0
1.857661766E1,-6.402234435E-1,-2.679138184E-1,-1.297224760E0
1.858660652E1,-1.077247858E-1,-1.656484902E-1,-1.252483726E0
1.859657381E1,2.362222075E-1,-1.006674170E-1,-1.181111097E0
1.860655595E1,1.490037590E-1,-1.145158410E-1,-1.083106756E0
1.861652475E1,6.378266215E-1,1.464737463E-3,-9.488835931E-1
1.862648418E1,6.921550632E-1,3.661843762E-2,-8.062714338E-1
1.863645199E1,5.952160433E-2,-5.286370963E-2,-6.528734565E-1
1.864643183E1,2.234390527E-1,-7.403582335E-2,-4.515386224E-1
1.865640089E1,4.237086177E-1,-8.362319320E-2,-3.131875098E-1
1.866636662E1,1.319595277E-1,-9.640636295E-2,-2.737727463E-1
1.867633532E1,-1.418132186E-1,-1.027979404E-1,-2.556632757E-1
1.868626110E1,-6.412886977E-1,-1.816274524E-1,-1.970737725E-1
1.869622542E1,2.500706315E-1,-2.836264484E-2,-2.002695650E-1
1.870623636E1,4.055991173E-1,-3.049317189E-2,-1.693769246E-1
1.871620543E1,-2.153164148E-1,-1.784316599E-1,-1.246358454E-1
1.872613959E1,7.474156022E-1,-8.149266988E-2,-1.043958366E-1
1.873610516E1,9.487504363E-1,-4.860265180E-2,-1.214400530E-1
1.874609412E1,-3.954791278E-2,-1.358211190E-1,-1.459411234E-1
1.875606204E1,7.337003201E-2,-1.315600574E-1,-1.384842694E-1
1.876601266E1,4.386222959E-1,-3.475422785E-2,-1.768337637E-1
1.877597881E1,-1.119858399E-1,-6.764423847E-2,-2.354232669E-1
1.878595459E1,-2.323606312E-1,-1.209074259E-1,-2.354232669E-1
1.879592173E1,-8.109319210E-2,-1.560611278E-1,-2.322274745E-1
1.880589214E1,-1.822932363E-1,-1.837579757E-1,-2.545980215E-1
1.881585954E1,-3.271690905E-1,-1.858884990E-1,-2.748380303E-1
1.882582558E1,-3.292996287E-1,-1.699095517E-1,-2.567285299E-1
1.883579287E1,-4.282359779E-1,-1.731053442E-1,-2.269011587E-1
1.884578548E1,-5.656549931E-1,-2.103895694E-1,-2.087916732E-1
1.885575532E1,-5.273054838E-1,-2.221074700E-1,-2.332927436E-1
1.886569990E1,-1.268995255E-1,-1.454084814E-1,-2.641853690E-1
1.887566720E1,-4.061317816E-2,-1.091895252E-1,-2.183790505E-1
1.888564777E1,4.684496820E-1,1.637842879E-2,-1.406148076E-1
1.889561636E1,1.016927361E0,8.349003643E-2,-2.450106293E-2
1.890557600E1,6.442182064E-1,-6.657897611E-4,1.320926845E-1
1.891554371E1,7.230477035E-2,-7.084003091E-2,2.885532975E-1
1.892551537E1,2.394180000E-1,-6.551371515E-2,4.941491783E-1
1.893548345E1,3.736412227E-1,-9.187898599E-3,6.368945241E-1
1.894543470E1,2.458095849E-1,5.472791940E-2,7.018755674E-1
1.895540105E1,2.830938101E-1,1.239700541E-1,7.338334918E-1
1.896542928E1,7.123950869E-2,1.079910994E-1,7.487471700E-1
1.897540188E1,7.337003201E-2,6.538055837E-2,7.901592851E-1
1.898535464E1,6.271740049E-2,1.957421936E-2,8.625972271E-1
1.899532527E1,-2.440785319E-1,7.856319658E-3,8.753803968E-1
1.900524860E1,-1.854890287E-1,6.538055837E-2,8.689888120E-1
1.901521444E1,-1.993374527E-1,8.562056720E-2,8.647277355E-1
1.902517714E1,-3.760380745E-1,6.111950055E-2,8.562056422E-1
1.903514261E1,-3.229080439E-1,6.538055837E-2,8.178561330E-1
1.904509751E1,-4.601939023E-1,1.850895584E-2,7.476819158E-1
1.905506194E1,-3.356912136E-1,5.725792143E-3,6.187850237E-1
1.906503449E1,3.821633384E-2,6.751108170E-2,5.154544711E-1
1.907499975E1,-2.344911546E-1,-1.025316212E-2,5.516734123E-1
1.908498949E1,-1.258342713E-1,-4.114580899E-2,6.422207952E-1
1.909495720E1,3.779022694E-1,1.069258377E-1,6.294376254E-1
1.910491115E1,1.000016257E-1,1.186437383E-1,5.836313367E-1
1.911487746E1,-1.119858399E-1,8.668582886E-2,4.930838943E-1
1.912484980E1,2.330264263E-2,1.207742617E-1,3.364901543E-1
1.913481668E1,-2.579269707E-1,6.111950055E-2,2.555301189E-1
1.914478740E1,-2.504701018E-1,2.277000993E-2,2.395511568E-1
1.915475470E1,-1.141163707E-1,2.383527346E-2,2.246374637E-1
1.916472240E1,-2.717753947E-1,-5.179844424E-2,2.299637944E-1
1.917468970E1,-1.311605871E-1,-7.297056168E-2,2.182458937E-1
1.918466178E1,-6.085318699E-2,-6.764423847E-2,1.736379713E-1
1.919462954E1,-1.194426864E-1,-9.427583218E-2,1.438105851E-1
1.920457277E1,8.388951421E-3,-8.042740822E-2,1.384842694E-1
1.921453803E1,1.584579609E-2,-4.221107066E-2,8.841688186E-2
1.922452933E1,2.117211558E-2,-2.836264484E-2,6.285055727E-2
1.923449725E1,1.861548275E-1,-3.368896246E-2,7.456845790E-2
1.924447652E1,1.415469050E-1,-6.018739566E-2,8.522108942E-2
1.925444558E1,1.063932031E-1,-4.540686309E-2,6.498108059E-2
1.926439371E1,1.351553202E-1,-2.516685426E-2,4.793686420E-2
1.927436063E1,3.608580679E-2,-3.581948951E-2,3.728422895E-2
1.928429355E1,-4.593949392E-2,-5.286370963E-2,1.171789970E-2
1.929425704E1,-2.356895804E-2,-6.125266105E-2,-1.491369121E-2
1.930425407E1,-1.162468940E-1,-9.427583218E-2,-4.687159881E-2
1.931422095E1,-1.290300637E-1,-1.091895252E-1,-8.735162020E-2
1.932417360E1,-8.428898454E-2,-1.017326787E-1,-1.427453309E-1
1.933413902E1,-7.257108390E-2,-9.214530140E-2,-1.874863952E-1
1.934411850E1,-9.494162351E-2,-9.960214794E-2,-2.226400971E-1
1.935408532E1,-8.428898454E-2,-1.166463718E-1,-2.354232669E-1
1.936405949E1,-2.996053919E-2,-1.177116334E-1,-2.279664129E-1
1.937402704E1,2.543316968E-2,-1.134505793E-1,-2.237053663E-1
1.938398787E1,3.075948730E-2,-1.187768951E-1,-2.162485123E-1
1.939395475E1,3.182475269E-2,-1.134505793E-1,-1.949432492E-1
1.940391964E1,-2.569948509E-2,-1.049284711E-1,-1.672463864E-1
1.941388631E1,-3.102580272E-2,-8.255793154E-2,-1.214400530E-1
1.942385516E1,-5.978792161E-2,-6.125266105E-2,-5.965476483E-2
1.943382204E1,-1.194426864E-1,-3.901528195E-2,1.704421826E-2
1.944377871E1,-1.450090110E-1,-1.025316212E-2,8.628635854E-2
1.945374454E1,-1.194426864E-1,1.318263728E-2,1.555284858E-1
1.946372558E1,-1.503353268E-1,1.318263728E-2,2.278332561E-1
1.947369292E1,-1.300953180E-1,2.809632942E-2,2.896185517E-1
1.948366803E1,-1.045289934E-1,3.981423005E-2,3.343596160E-1
1.949363615E1,-1.290300637E-1,4.833633825E-2,3.695133328E-1
1.950358095E1,-1.141163707E-1,8.455529809E-2,3.759049177E-1
1.951354673E1,-8.428898454E-2,1.197090000E-1,3.716438413E-1
1.952353001E1,-8.002793044E-2,1.207742617E-1,3.812312186E-1
1.953349751E1,-3.422159329E-2,9.733846784E-2,3.599259555E-1
1.954346542E1,-5.020054802E-2,5.685844645E-2,3.183806837E-1
1.955343293E1,-7.150582224E-2,4.660528619E-3,2.629869580E-1
1.956338069E1,-3.422159329E-2,-4.008054361E-2,1.864211410E-1
1.957334621E1,-3.209106624E-2,-7.297056168E-2,1.001347825E-1
1.958333819E1,-1.930790395E-2,-9.960214794E-2,2.237053588E-2
1.959330642E1,7.323687430E-3,-1.358211190E-1,-2.982738242E-2
1.960326475E1,9.321057005E-4,-1.848232448E-1,-7.776424289E-2
1.961323194E1,4.673844203E-2,-2.082590461E-1,-1.246358454E-1
1.962318761E1,5.952160433E-2,-2.125200927E-1,-1.693769246E-1
1.963315360E1,-6.298371404E-2,-2.402169555E-1,-1.874863952E-1
1.964313746E1,1.021321490E-1,-2.146506310E-1,-1.906821877E-1
1.965310527E1,1.053279415E-1,-2.103895694E-1,-1.693769246E-1
1.966307313E1,-1.717737690E-2,-2.338253707E-1,-1.395495385E-1
1.967304095E1,1.426121742E-1,-2.221074700E-1,-1.480716467E-1
1.968298683E1,1.914811432E-1,-2.061285079E-1,-1.906821877E-1
1.969295240E1,3.928159550E-2,-2.231727391E-1,-1.842906028E-1
1.970294845E1,1.308942735E-1,-2.221074700E-1,-2.269011587E-1
1.971291709E1,1.745700836E-1,-1.954758763E-1,-2.716422379E-1
1.972287600E1,-1.198421582E-3,-1.784316599E-1,-2.503369451E-1
1.973284365E1,7.230477035E-2,-1.336905807E-1,-2.354232669E-1
1.974279725E1,1.063932031E-1,-9.640636295E-2,-2.162485123E-1
1.975276350E1,-6.085318699E-2,-7.510108501E-2,-2.141179889E-1
1.976274454E1,7.323687430E-3,-4.327633604E-2,-2.428801060E-1
1.977271225E1,6.910897791E-2,-4.114580899E-2,-2.801643312E-1
1.978267527E1,-3.741738573E-2,-6.977476925E-2,-3.206443489E-1
1.979264251E1,2.543316968E-2,-7.084003091E-2,-3.631217480E-1
1.980259792E1,6.271740049E-2,-8.255793154E-2,-4.089280665E-1
1.981256392E1,-2.037316747E-2,-1.006674170E-1,-4.387554526E-1
1.982255287E1,2.436790615E-2,-8.894951642E-2,-4.536691606E-1
1.983252121E1,3.821633384E-2,-7.616634667E-2,-4.536691606E-1
1.984247938E1,-2.463422157E-2,-8.042740822E-2,-4.376901984E-1
1.985244668E1,3.182475269E-2,-6.551371515E-2,-4.227765203E-1
1.986239647E1,3.289001435E-2,-5.179844424E-2,-4.057323039E-1
1.987236199E1,-9.720530361E-3,-5.179844424E-2,-3.695133328E-1
1.988234397E1,3.182475269E-2,-3.901528195E-2,-3.428817391E-1
1.989231115E1,2.223737910E-2,-2.303632535E-2,-3.153180480E-1
1.990229214E1,-8.655266836E-3,-9.187898599E-3,-2.705769539E-1
1.991226074E1,2.010685205E-2,9.986846708E-3,-2.450106442E-1
1.992220511E1,-1.198421582E-3,2.809632942E-2,-2.119874656E-1
1.993217121E1,-2.143843099E-2,4.194475710E-2,-1.715074480E-1
1.994215912E1,9.454214945E-3,5.792371184E-2,-1.480716467E-1
1.995212740E1,1.997369342E-3,6.325002760E-2,-1.267663687E-1
1.996208996E1,-9.720530361E-3,6.857634336E-2,-1.054610983E-1
1.997205766E1,6.258423906E-3,7.496792823E-2,-1.001347825E-1
1.998201792E1,-7.590003312E-3,6.751108170E-2,-9.480846673E-2
1.999198485E1,-6.524739787E-3,6.005423889E-2,-9.267793596E-2
2.000196292E1,1.051947847E-2,6.005423889E-2,-9.587372839E-2
2.001193100E1,-7.590003312E-3,5.153212696E-2,-9.161267430E-2
2.002189548E1,-4.394212738E-3,4.407528415E-2,-1.118526831E-1
2.003186318E1,1.478053257E-2,4.514054582E-2,-1.502021700E-1
2.004181006E1,4.127896391E-3,4.194475710E-2,-1.757684946E-1
2.005177558E1,-1.331579551E-4,3.129211813E-2,-1.928127259E-1
2.006175928E1,1.584579609E-2,2.277000993E-2,-2.098569423E-1
2.007172668E1,1.371526904E-2,1.850895584E-2,-2.279664129E-1
2.008168121E1,2.010685205E-2,7.856319658E-3,-2.396843135E-1
2.009164725E1,1.904158667E-2,-1.131842658E-2,-2.364885211E-1
2.010161975E1,7.323687430E-3,-2.197106183E-2,-2.439453751E-1
2.011158647E1,4.034686089E-2,-2.197106183E-2,-2.641853690E-1
2.012154808E1,7.230477035E-2,-1.557948068E-2,-2.822948694E-1
2.013151428E1,3.075948730E-2,-1.984053478E-2,-2.961432934E-1
2.014150068E1,2.436790615E-2,-2.623211779E-2,-3.046653867E-1
2.015146892E1,4.247738793E-2,-3.368896246E-2,-2.961432934E-1
2.016144574E1,4.247738793E-2,-3.581948951E-2,-2.833601236E-1
2.017141480E1,3.395527974E-2,-3.155843541E-2,-2.865559161E-1
2.018135980E1,3.608580679E-2,-2.090579830E-2,-2.812296152E-1
2.019132647E1,1.265000552E-2,-1.557948068E-2,-2.641853690E-1
2.020127824E1,-2.263685223E-3,-8.122635074E-3,-2.428801060E-1
2.021124339E1,6.258423906E-3,6.791055668E-3,-2.183790505E-1
2.022121209E1,1.478053257E-2,1.424790081E-2,-2.013348341E-1
2.023117756E1,2.117211558E-2,1.318263728E-2,-1.842906028E-1
2.024117824E1,2.223737910E-2,9.986846708E-3,-1.725727171E-1
2.025114730E1,1.904158667E-2,1.531316526E-2,-1.672463864E-1
2.026110246E1,2.330264263E-2,1.957421936E-2,-1.736379713E-1
2.027107011E1,3.075948730E-2,2.170474641E-2,-1.597895473E-1
2.028105001E1,2.543316968E-2,2.703106403E-2,-1.459411234E-1
2.029101892E1,2.010685205E-2,3.555317223E-2,-1.416800618E-1
2.030097537E1,1.478053257E-2,3.981423005E-2,-1.267663687E-1
2.031094298E1,8.388951421E-3,3.981423005E-2,-1.203747913E-1
2.032092376E1,6.258423906E-3,3.448791057E-2,-1.193095297E-1
2.033089266E1,5.193160381E-3,2.916159295E-2,-1.182442605E-1
2.034084100E1,3.062632866E-3,2.703106403E-2,-1.182442605E-1
2.035080782E1,8.388951421E-3,3.661843762E-2,-1.107874215E-1
2.036079574E1,-2.263685223E-3,4.620581120E-2,-9.267793596E-2
2.037076470E1,1.158474199E-2,4.514054582E-2,-7.030740380E-2
2.038073089E1,6.258423906E-3,3.874896467E-2,-5.645897239E-2
2.039069959E1,7.323687430E-3,3.874896467E-2,-5.645897239E-2
2.040067714E1,2.649843320E-2,4.194475710E-2,-6.924213469E-2
2.041064668E1,1.797632314E-2,3.661843762E-2,-8.415582776E-2
2.042059662E1,3.395527974E-2,3.448791057E-2,-1.012000442E-1
2.043056418E1,2.969422378E-2,2.596580051E-2,-9.267793596E-2
2.044053412E1,5.313002318E-2,3.448791057E-2,-7.137266546E-2
2.045050194E1,4.567318037E-2,4.301001877E-2,-3.941475600E-2
2.046046355E1,3.075948730E-2,4.194475710E-2,-1.704421826E-2
2.047043074E1,1.797632314E-2,4.087949172E-2,8.522109129E-3
2.048038772E1,3.182475269E-2,5.046686530E-2,3.621896356E-2
2.049035381E1,1.797632314E-2,5.685844645E-2,5.219791830E-2
2.050031235E1,1.478053257E-2,5.792371184E-2,6.817687303E-2
2.051027772E1,1.904158667E-2,5.685844645E-2,8.841688186E-2
2.052025631E1,9.321057005E-4,5.153212696E-2,9.693899006E-2
2.053022303E1,1.051947847E-2,5.153212696E-2,1.033305749E-1
2.054017782E1,2.010685205E-2,5.366265774E-2,1.033305749E-1
2.055014329E1,1.584579609E-2,5.792371184E-2,1.054610983E-1
2.056011975E1,-4.394212738E-3,6.325002760E-2,1.075916290E-1
2.057008631E1,-5.459476262E-3,6.111950055E-2,1.118526831E-1
2.058004022E1,-1.331579551E-4,5.472791940E-2,1.257011145E-1
2.059000553E1,-7.590003312E-3,4.940159991E-2,1.246358454E-1
2.059999293E1,-1.078579482E-2,5.366265774E-2,1.214400530E-1
2.060996042E1,-3.328948980E-3,5.259739235E-2,1.171789989E-1
2.061992532E1,9.454214945E-3,5.153212696E-2,1.150484756E-1
2.062989256E1,8.388951421E-3,5.046686530E-2,1.118526831E-1
2.063984563E1,9.454214945E-3,5.046686530E-2,1.097221524E-1
2.064981142E1,1.051947847E-2,4.940159991E-2,1.107874215E-1
