"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.130456332E1,1.509871125E0,4.684249401E0,2.088634968E0
5.131453097E1,4.301098585E-1,-2.747558594E0,2.698834801E1
5.132449597E1,-2.912364244E0,4.499702930E0,7.482655525E0
5.133446337E1,-7.145566344E-1,1.011655521E1,-6.386742592E0
5.134442118E1,-3.768695593E-1,4.118945122E0,1.179960632E1
5.135438758E1,-4.989035130E-1,3.518047571E0,5.299204826E0
5.136436951E1,-5.443671346E-1,7.423133850E0,-5.584847927E0
5.137433743E1,-2.543570518E0,5.215754986E0,1.018564796E1
5.138428930E1,-2.560320139E0,3.513261795E0,1.183071327E1
5.139425561E1,-1.449452281E0,2.182254314E0,3.484548092E0
5.140421925E1,-1.296311617E0,9.059824944E-1,1.903011894E1
5.141418529E1,-1.624128342E0,3.815056562E0,1.138056374E1
5.142415852E1,-2.088634968E0,5.819045544E0,1.150050402E0
5.143412529E1,-1.583450437E0,-6.741777658E-1,1.375304699E1
5.144409295E1,-2.285145521E0,-5.736792088E-1,9.221040726E0
5.145405977E1,-2.569891453E0,2.919542789E0,4.446761608E0
5.146402446E1,-3.046362400E0,3.123231649E0,1.269721413E1
5.147399102E1,2.134696960E0,6.118148327E0,8.991030693E0
5.148396436E1,-2.574677229E0,5.842973709E0,7.085446835E0
5.149393165E1,-3.862913132E0,8.220243454E0,1.249382401E1
5.150389654E1,-2.447857618E0,9.314361572E0,-2.972783089E0
5.151386352E1,-1.341775298E0,5.273182869E0,5.790032387E0
5.152382394E1,-1.698305845E0,1.411167145E0,2.515664101E1
5.153379029E1,-3.616153240E0,1.329811215E0,5.857031822E0
5.154375686E1,-2.086242199E0,5.268397331E0,4.880161762E0
5.155372321E1,-1.631306887E0,4.293920040E0,1.290808201E1
5.156370227E1,-2.574677229E0,5.423930645E0,7.609774113E0
5.157366993E1,-3.331407309E0,5.938686848E0,8.172386169E0
5.158362248E1,-3.043969393E0,5.600999832E0,1.263260841E1
5.159358858E1,-2.246860504E0,6.704689026E0,3.728615999E0
5.160356321E1,-1.135693431E0,7.030412197E0,2.009671926E0
5.161353014E1,-7.815557122E-1,2.821436882E0,6.623332977E0
5.162350040E1,-9.801599979E-1,2.677867651E0,4.319941998E0
5.163346769E1,-1.358525038E0,4.179064751E0,6.951149940E0
5.164343316E1,-6.233302951E-1,5.471786976E0,1.946082687E1
5.165340019E1,-2.356930375E-1,5.603392601E0,8.598309517E0
5.166336920E1,-1.700698733E0,5.969793320E0,-2.077269077E0
5.167333649E1,-9.107680917E-1,5.422734022E-1,1.730369759E1
5.168330014E1,-7.863413692E-1,-6.885347366E-1,2.242493629E1
5.169326701E1,-1.229312658E0,7.341778278E0,8.973084623E-4
5.170322295E1,4.971089065E-1,6.929913521E0,4.845465720E-1
5.171318873E1,7.411768436E-1,1.042672515E0,1.064776134E1
5.172317243E1,-3.170489967E-1,1.672283888E0,1.173948669E1
5.173314003E1,3.412763178E-1,5.126921654E0,7.660023689E0
5.174310738E1,8.799605370E-1,8.086244583E0,7.987840176E0
5.175307488E1,1.026221752E0,6.391229153E0,4.284049988E0
5.176302087E1,1.749153376E0,3.980161428E0,7.169195652E0
5.177298623E1,8.285148442E-2,5.907579899E0,8.442775726E0
5.178297717E1,8.656035662E-1,8.452646255E0,3.494119167E0
5.179294508E1,1.253539920E0,5.723332882E0,8.426025391E0
5.180289410E1,1.430907965E0,5.258825779E0,1.494796276E1
5.181286009E1,2.089233160E0,7.787142277E0,5.946164131E-1
5.182282514E1,1.047757268E0,7.078268528E0,6.311966896E0
5.183279102E1,4.516452849E-1,4.959424019E0,1.123938751E1
5.184275592E1,2.455634177E-1,5.598606586E0,6.125326633E0
5.185272170E1,2.620738983E0,5.347360611E0,1.044197845E1
5.186267826E1,1.203290701E0,5.895616055E0,9.750154495E0
5.187264311E1,1.011864901E0,6.637690067E0,4.461118698E0
5.188262545E1,3.652045429E-1,5.871687889E0,6.268896103E0
5.189259201E1,7.124629617E-1,8.210671425E0,6.750152588E0
5.190254436E1,-4.965106845E-1,7.796713352E0,-3.580859184E0
5.191250951E1,-1.332203984E0,1.641177177E0,2.387827682E1
5.192251441E1,-5.539384484E-1,2.586940289E0,2.377059937E1
5.193248358E1,1.107577801E0,8.012067795E0,-3.966103494E-1
5.194243540E1,9.879366755E-1,8.107780457E0,1.057597733E1
5.195240279E1,2.982055247E-1,5.227719307E0,9.668798447E0
5.196234696E1,-1.346560955E0,3.233301640E0,3.024827003E0
5.197231201E1,5.641079545E-1,-4.585246444E-1,1.973869324E1
5.198230165E1,5.928218365E-1,2.285145521E0,6.106184483E0
5.199226915E1,1.977069676E-1,7.971389771E0,2.473580390E-1
5.200222066E1,-2.347358942E0,1.009501934E1,1.118405342E1
5.201218654E1,-1.703091502E0,1.065284634E1,9.993025661E-1
5.202216863E1,-1.274776220E0,5.979364872E0,-1.821237087E0
5.203213618E1,-2.428714991E0,-2.804986238E0,2.554218483E1
5.204210686E1,-1.145264745E0,-1.308574915E0,2.077777672E1
5.205207467E1,-1.619342685E0,8.102994919E0,1.789233088E0
5.206205212E1,-2.936292410E0,7.106982231E0,7.348657608E0
5.207202092E1,-3.520440340E0,2.024028778E0,1.793091583E1
5.208196087E1,-4.013660908E0,6.116653085E-1,5.792425632E0
5.209192675E1,-2.914757013E0,9.059824944E-1,1.628136253E1
5.210191706E1,-2.907578707E0,4.540380955E0,1.465573978E1
5.211188540E1,-2.895614386E0,9.606584549E0,-1.794916034E0
5.212183566E1,-2.914757013E0,5.639284611E0,2.471785784E0
5.213180212E1,-3.218645573E0,-2.273181453E-2,1.392802238E1
5.214176904E1,-2.225025892E0,3.807878017E0,5.715855122E0
5.215173555E1,-1.703091502E0,6.970591545E0,5.854638577E0
5.216170545E1,-2.792723179E0,9.300004005E0,6.422036648E0
5.217167227E1,-2.917150021E0,9.850652695E0,-5.905486107E0
5.218163206E1,-1.418345571E0,6.020939946E-1,9.893723488E0
5.219159816E1,-7.313064337E-1,-2.024926096E-1,2.688545609E1
5.220158170E1,-6.616154313E-1,1.100489044E1,-3.556930780E0
5.221154956E1,7.387840152E-1,1.074616623E1,-8.804988861E0
5.222152910E1,-9.182456881E-2,2.737688303E0,1.935314941E1
5.223149816E1,1.824527234E-2,1.825424552E0,1.379133224E1
5.224145748E1,9.376873970E-1,6.479763508E0,-3.214458227E0
5.225142550E1,1.284646630E0,6.427121639E0,1.263260841E1
5.226137472E1,1.306182027E0,7.197909832E0,3.335893869E0
5.227134087E1,1.591227055E0,4.114159584E0,8.368597984E0
5.228128649E1,1.423729420E0,2.761616468E0,2.383999062E1
5.229125050E1,1.325324655E0,6.623332977E0,-2.891427040E0
5.230127321E1,3.396312714E0,6.281159401E0,4.374977112E0
5.231124321E1,4.330111504E0,5.311468124E0,1.572353649E1
5.232118842E1,3.521038532E0,5.129314423E0,4.677968323E-1
5.233115587E1,2.417049885E0,5.581857204E0,1.054008484E1
5.234111779E1,2.721237659E0,5.452644825E0,6.642475605E0
5.235108472E1,1.849651933E0,6.496513367E0,2.342274189E0
5.236106373E1,5.641079545E-1,2.160718918E0,1.834756660E1
5.237103180E1,-2.500499785E-1,6.652047157E0,1.434437370E1
5.238097691E1,4.516452849E-1,9.762118340E0,-7.622336388E0
5.239094269E1,9.640084505E-1,7.552346706E0,7.731808186E0
5.240088503E1,-5.036891699E-1,2.306680918E0,1.577617836E1
5.241084837E1,-2.687139750E0,6.884449959E0,8.171489239E-1
5.242083785E1,-9.873384237E-1,4.018446445E0,6.242575169E0
5.243080389E1,-1.356132269E0,-2.551347017E-1,3.416621780E1
5.244078811E1,-1.526022673E0,7.380063057E0,5.495416164E0
5.245075597E1,-1.415952802E0,1.009262657E1,-1.654307938E1
5.246072493E1,-6.954140663E-1,-1.570289880E-1,9.699904442E0
5.247069290E1,-3.958626032E0,-2.373979092E0,3.329941559E1
5.248065430E1,-3.620938778E0,5.476572990E0,3.879363775E0
5.249062160E1,-5.821139336E0,1.353559971E1,-8.239983559E0
5.250060045E1,-2.404786795E-1,1.681855202E0,5.081458092E0
5.251056889E1,-2.196312189E0,-5.759523869E0,3.140549850E1
5.252053066E1,-1.842174292E0,4.973781109E0,9.371788979E0
5.253049842E1,-1.085444212E0,1.006152058E1,-8.883952141E0
5.254044712E1,-2.411965132E0,4.095016956E0,1.958794594E1
5.255041290E1,-2.254039049E0,5.925226808E-1,1.366211987E1
5.256044347E1,-2.040778637E0,6.005685806E0,-2.067697763E0
5.257041587E1,-3.200400248E-2,6.786344051E0,1.797398567E1
5.258036842E1,1.081256747E0,5.285147190E0,6.740581512E0
5.259033873E1,-2.333002090E-1,4.947459698E0,1.209153080E1
5.260026243E1,1.389930844E0,2.206182480E0,1.508674717E1
5.261022800E1,6.167500615E-1,4.968995094E0,1.133510017E1
5.262018311E1,5.330012441E-1,3.345764160E0,7.944769382E0
5.263014764E1,-7.839485407E-1,2.428714991E0,1.129202938E1
5.264011378E1,5.688936114E-1,5.898008823E0,1.619342685E0
5.265007847E1,6.454638839E-1,8.986544609E0,5.366203785E0
5.266004904E1,7.746763229E-1,4.887639523E0,1.904208183E1
5.267001436E1,-1.176371455E0,2.775973320E0,1.501256943E1
5.268000061E1,7.124629617E-1,6.757630348E0,3.611367464E0
5.268996800E1,1.406680584E0,8.981759071E0,-3.873082638E0
5.269991227E1,-1.059123158E0,5.648856163E0,9.594321251E0
5.270987732E1,-6.185446382E-1,4.791926384E0,1.443560028E1
5.271983519E1,-1.387238979E0,5.112564564E0,2.236989975E0
5.272979951E1,-8.054839373E-1,3.209373474E0,1.256321621E1
5.273977514E1,-1.600200176E0,4.344169617E0,1.135902786E1
5.274974055E1,-1.234098315E0,7.767700672E0,3.048755169E0
5.275970550E1,1.824527234E-2,2.831008196E0,9.304789543E0
5.276967087E1,-2.088634968E0,3.422334671E0,1.303490162E1
5.277965477E1,-1.866102576E0,5.656034470E0,-2.137089729E0
5.278962201E1,-1.638485312E0,3.233301640E0,1.262303638E1
5.279958394E1,-2.694318295E0,2.948256493E0,1.067168999E1
5.280955066E1,-3.451048374E0,7.650452137E0,2.234298140E-1
5.281952165E1,-1.954637051E0,5.347360611E0,8.416454315E0
5.282948878E1,-2.462214470E0,5.136492729E0,1.687986755E1
5.283943321E1,-2.428714991E0,6.630511761E0,2.945863724E0
5.284939805E1,-3.984946966E0,4.164707661E0,1.038215828E1
5.285937608E1,-3.197110176E0,1.427916884E0,1.765574074E1
5.286934222E1,-2.026421785E0,7.846962929E0,9.754940033E0
5.287932722E1,-3.720839322E-1,1.564606905E0,-3.367897868E-1
5.288929524E1,-2.462214470E0,-2.647060156E-1,2.712473869E1
5.289925279E1,-2.083849430E0,7.037590504E0,-9.657432556E0
5.290921972E1,-1.128515005E0,1.108863926E1,-2.023729706E1
5.291917571E1,-2.277967215E0,5.172385216E0,2.181925201E1
5.292914154E1,-3.156432152E0,-8.618049622E0,5.621907043E1
5.293912811E1,-2.612962246E0,3.427120209E0,2.270758820E1
5.294909602E1,1.792224169E0,1.395195103E1,-1.322961712E1
5.295904092E1,2.656631231E0,2.661117792E0,8.935996056E0
5.296900649E1,-1.794317842E0,7.466204643E0,1.408116341E1
5.297898634E1,9.735797048E-1,1.804128456E1,-2.538485718E1
5.298895332E1,1.689332843E0,1.160578823E1,-3.116202927E1
5.299891472E1,-1.018445134E0,4.537988186E0,1.648026657E1
5.300888113E1,-1.909173369E0,3.010469913E0,3.326113129E1
5.301884795E1,-8.485547304E-1,7.794320583E0,-5.670989513E0
5.302881441E1,9.951151013E-1,5.787939072E0,2.452703094E1
5.303877462E1,2.048555374E0,1.552642822E0,1.990140533E1
5.304874045E1,7.172485590E-1,5.435894966E0,1.583450437E0
5.305871910E1,2.189731836E0,4.576273441E0,7.858627796E0
5.306868623E1,5.090730190E-1,5.486144066E0,1.277139187E1
5.307864758E1,1.502692580E0,6.855735779E0,-7.423433304E0
5.308861410E1,1.174576759E0,7.825427532E0,-1.030857944E1
5.309858118E1,2.542374097E-2,5.172385216E0,-7.749754190E-1
5.310854774E1,-7.001997232E-1,4.796711922E0,-8.366803169E0
5.311850842E1,-2.771187782E0,2.464607239E0,9.129815102E0
5.312847436E1,-1.296311617E0,-3.041875839E0,5.990610886E1
5.313844956E1,-4.185944080E0,2.606082916E0,5.080590439E1
5.314841644E1,4.660620213E0,1.249173069E1,-6.509075642E0
5.315838243E1,5.290231705E0,6.106184483E0,-1.536760426E1
5.316834920E1,-2.510071039E0,-4.612464905E0,1.345155144E1
5.317832035E1,-3.008077145E0,4.037589073E0,6.134898186E0
5.318828759E1,-2.213061810E0,1.091874886E1,-2.134816551E1
5.319824910E1,-3.683152199E0,6.838986397E0,3.213859797E0
5.320821576E1,-3.020041227E0,-1.267896891E0,5.072185898E1
5.321818660E1,-2.169991016E0,9.036793709E0,7.844270706E0
5.322815363E1,-6.810571551E-1,1.134706402E1,-3.009423065E1
5.323812467E1,-2.687139750E0,4.564309120E0,1.551536083E1
5.324809212E1,-2.009671926E0,-5.159524083E-1,4.735575485E1
5.325805227E1,-2.373680115E0,1.169910812E1,-1.225992584E1
5.326801899E1,-3.409772217E-1,5.979364872E0,-7.926225185E0
5.327798628E1,-3.561118364E0,-6.311069727E-1,4.494468689E1
5.328795305E1,-2.500499785E-1,1.590927958E0,7.782057285E0
5.329794196E1,8.297112584E-1,1.001366329E1,-1.667468452E1
5.330791092E1,3.652045429E-1,5.871687889E0,1.676740646E1
5.331787894E1,2.958126962E-1,6.213861465E0,9.359825134E0
5.332784779E1,4.971089065E-1,6.738487720E0,-1.661725616E1
5.333780503E1,1.363609791E0,2.840579510E0,3.308166885E1
5.334777274E1,1.179362416E0,-2.115554333E0,3.544936752E1
5.335774212E1,1.076471090E0,5.711368561E0,-3.899403572E0
5.336770998E1,3.410669565E0,7.748558044E0,-5.473581553E-1
5.337767821E1,-4.151547253E-1,9.242576599E0,-6.326921940E0
5.338764608E1,-4.396811500E-2,-7.339983582E-1,-1.097408295E1
5.339760170E1,-1.279561877E0,-5.385944843E0,3.075435066E1
5.340756837E1,-2.948256493E0,4.210171223E0,2.711516762E1
5.341754649E1,-3.022433996E0,1.542921925E1,-1.472572994E1
5.342751425E1,-6.496513486E-1,7.114161015E0,3.958626032E0
5.343747524E1,-8.270193338E-1,9.690931439E-2,3.226272583E1
5.344744227E1,-9.466604590E-1,4.162314892E0,-2.659024239E0
5.345739456E1,-7.289136052E-1,3.975375652E0,-1.295175076E1
5.346736014E1,-3.074777126E-1,-6.963712215E0,2.655255508E1
5.347732483E1,-3.170489967E-1,-6.669095993E0,3.740310669E1
5.348729029E1,9.783653617E-1,6.472585201E0,-2.896212816E0
5.349726394E1,-1.008873820E0,1.648983765E1,1.834696770E0
5.350723024E1,-2.600998163E0,1.482353592E1,6.585047722E0
5.351719311E1,-3.343371391E0,1.182832050E1,-2.877070189E0
5.352715904E1,-2.617748022E0,-4.441677034E-1,1.446670628E1
5.353712243E1,-1.767996788E0,1.152742267E0,1.847199249E1
5.354708811E1,-4.396811500E-2,3.819842339E0,-1.305224895E1
5.355705930E1,-2.617748022E0,2.028814554E0,1.450020599E1
5.356702555E1,-1.906780601E0,3.553341627E-1,3.245654678E1
5.357699477E1,-4.650450706E0,1.166800117E1,-5.060520649E0
5.358696128E1,-2.763710022E-1,6.996912479E0,-2.115674019E1
5.359692488E1,-4.102195263E0,2.232503414E0,7.506583691E0
5.360689113E1,-1.633699656E0,4.715356350E0,3.316542053E1
5.361686118E1,-4.773681164E-1,7.933104515E0,1.428455257E1
5.362682774E1,3.506681681E0,7.698308468E0,2.857089996E1
5.363678529E1,-3.556332588E0,1.088734341E1,6.113662124E-1
5.364675097E1,-2.452643216E-1,4.985744953E0,-1.237238884E1
5.365672675E1,1.307079345E-1,-3.089732170E0,1.310429287E1
5.366669347E1,-1.823031783E0,3.333800077E0,2.191975021E1
5.367665915E1,-1.310668588E0,9.563513756E0,1.772483349E0
5.368662571E1,-1.480558991E0,8.675178528E0,1.596790409E1
5.369659800E1,1.780260086E0,-1.986042738E0,1.931965065E1
5.370656514E1,-2.021935135E-1,-7.567301393E-2,2.245604324E1
5.371652821E1,-1.145264745E0,1.405274868E1,3.108575821E0
5.372649493E1,-1.126122117E0,1.035823059E1,-1.684696770E1
5.373645571E1,7.674978375E-1,-2.012363911E0,1.387238979E0
5.374642180E1,6.610172242E-2,-1.770688772E0,2.937758064E1
5.375640363E1,-2.734996319E0,9.510871887E0,-1.018415260E1
5.376637134E1,-8.078767657E-1,7.789535046E0,-6.374778748E0
5.377632701E1,-2.620140910E-1,-1.555334684E-2,4.569902420E1
5.378629347E1,-3.409772217E-1,2.821436882E0,1.631725502E1
5.379625873E1,-5.467599630E-1,1.101685429E1,-1.993789482E1
5.380622508E1,4.372883439E-1,5.917151451E0,-7.193722248E0
5.381620165E1,5.665007830E-1,1.018744230E0,9.759725571E0
5.382616899E1,-3.816552162E-1,5.404788017E0,2.452643156E0
5.383612029E1,-1.372882009E0,9.467801094E0,1.921137452E0
5.384608602E1,-2.340180635E0,8.093423843E0,1.001097202E1
5.385607232E1,-1.636092424E0,2.553141832E0,1.128245831E1
5.386604014E1,4.588237405E-1,-3.197409213E-1,2.809442902E1
5.387599800E1,4.085744619E-1,2.328216314E0,1.632204056E1
5.388596477E1,-7.360920906E-1,1.023380375E1,-2.192124605E0
5.389593462E1,-2.979064286E-1,7.796713352E0,-8.464909554E0
5.390590165E1,1.674975872E0,2.258824587E0,4.272085667E0
5.391587279E1,-1.157527938E-1,1.444666624E0,1.565414524E1
5.392584024E1,-3.642474174E0,7.480561733E0,-1.821237087E0
5.393579003E1,-1.087836981E0,5.615356445E0,3.235395432E0
5.394575571E1,-1.518844128E0,9.295218468E0,3.484548092E0
5.395573920E1,1.964806437E0,1.055713367E1,-1.877917099E1
5.396570665E1,8.285148442E-2,7.193123817E0,-1.246570873E1
5.397566441E1,-1.183549881E0,3.147160053E0,2.802264595E1
5.398563087E1,4.779663086E-1,-9.817452431E0,6.180720520E1
5.399565295E1,7.220342159E-1,6.680760860E0,4.204309082E1
5.400562503E1,2.673381090E0,1.838375664E1,-1.930349922E1
5.401553071E1,1.585244946E-2,5.792724609E0,-6.461219311E0
5.402549602E1,1.636690736E0,-4.413860321E0,3.077588654E1
5.403546227E1,1.739582062E0,3.409772217E-1,2.962613583E0
5.404542769E1,-6.113662124E-1,9.482157707E0,1.923530340E0
5.405541191E1,-2.548356056E-1,4.459024906E0,2.564507675E1
5.406537920E1,1.430907965E0,-4.082753658E-1,4.043421555E1
5.407532920E1,2.213660002E0,3.419941664E0,6.039185047E0
5.408529472E1,-1.418345571E0,1.023141098E1,-1.487677670E1
5.409526618E1,-1.370489120E0,7.430312634E0,-3.300599813E0
5.410523227E1,-2.242074728E0,6.410371780E0,3.881756544E0
5.411518602E1,-1.394417405E0,1.171107197E1,-1.250160122E1
5.412515087E1,-2.309073806E-1,6.523432732E-1,-7.248756886E0
5.413514290E1,-3.281157970E0,-5.934200287E0,5.003960419E1
5.414511050E1,-3.489333630E0,-2.254338026E0,2.873122025E1
5.415506358E1,4.683950245E-1,1.165364456E1,-1.103868866E1
5.416502967E1,3.497110367E0,1.815853238E0,1.195513964E0
5.417500613E1,1.438086390E0,-4.232006073E0,2.204178429E1
5.418497332E1,5.497509837E-1,2.606082916E0,-2.670988321E0
5.419493378E1,-1.974078715E-1,7.578667641E0,-3.324527979E0
5.420490024E1,-1.396810263E-1,5.402395248E0,2.285833549E1
5.421487123E1,1.495514181E-3,7.020840645E0,1.760070610E1
5.422483816E1,2.431406975E0,9.070293427E0,2.682354212E0
5.423480430E1,1.856830359E0,3.474976778E0,1.140209866E1
5.424477113E1,-1.552343726E0,8.222336769E-1,1.411466217E1
5.425473358E1,1.187438220E-1,-6.669993401E-1,1.619522095E1
5.426469993E1,1.047757268E0,-8.871390224E-1,1.966451645E1
5.427467295E1,3.699901998E-1,3.195016384E0,1.949671936E1
5.428463998E1,1.651047587E0,1.968993902E0,6.544370055E-1
5.429460915E1,2.599203587E-1,1.583749533E0,1.236221886E1
5.430457639E1,-5.587241054E-1,1.949851394E0,2.387737989E0
5.431454186E1,-5.579464436E0,1.638933945E1,-1.542503166E1
5.432450889E1,-2.057528257E0,2.795564651E1,-2.902882767E1
5.433447186E1,8.946165442E-1,1.605165291E1,-2.109691811E1
5.434443852E1,-3.096611500E0,-3.789034605E0,4.386731720E1
5.435440524E1,-4.892425060E0,-6.585347176E0,5.916164398E1
5.436437191E1,-2.416750908E0,9.189934731E0,-7.524230957E0
5.437434842E1,-1.447059512E0,9.484550476E0,-1.564517212E1
5.438431608E1,-7.986045629E-2,7.475776196E0,2.115614128E1
5.439426811E1,4.875376225E-1,4.145565033E0,2.387737989E0
5.440423415E1,1.115653589E-1,3.264408350E0,-5.397908688E0
5.441420722E1,-8.461619020E-1,1.882852316E0,3.351955795E1
5.442417399E1,-1.308275819E0,6.161219120E0,1.448584938E1
5.443413878E1,-3.864408433E-1,8.756534576E0,-6.822535515E0
5.444410529E1,-1.564307809E0,-3.293122053E-1,2.172593307E1
5.445407477E1,-2.447857618E0,4.830211639E0,1.277139187E1
5.446404160E1,-2.572284341E-1,9.833903313E0,-1.694058609E1
5.447401446E1,-2.021935135E-1,5.404788017E0,4.190729618E0
5.448398186E1,-4.510470629E-1,-3.771686554E-1,3.526990509E1
5.449394774E1,-9.777671695E-1,5.057529926E0,6.381359100E0
5.450391498E1,1.698904037E0,5.828616619E0,-6.981059909E-1
5.451388076E1,2.766701281E-1,3.233301640E0,2.253500557E1
5.452384790E1,-1.712961912E0,4.389633179E0,3.094218731E0
5.453383217E1,-2.356930375E-1,5.567500114E0,3.968197346E0
5.454380097E1,7.938188910E-1,1.035493970E0,1.680569077E1
5.455374811E1,-1.813460469E0,7.075875759E0,3.345465183E0
5.456371467E1,-1.274776220E0,7.114161015E0,-9.259924889E0
5.457368373E1,-1.336989641E0,2.854936600E0,9.151649475E0
5.458365061E1,-1.789532185E0,1.689033628E0,2.895883751E1
5.459361436E1,-1.753639936E0,1.156989574E1,2.143670082E0
5.460358087E1,3.942175210E-1,6.060720444E0,-3.420539856E0
5.461354415E1,-4.797609448E-1,-5.350949764E-1,2.654537582E1
5.462351035E1,4.468596280E-1,4.444668293E0,6.331109524E0
5.463347436E1,1.229611754E0,2.687438965E0,-4.002295017E0
5.464344029E1,-1.351346612E0,-7.794619799E-1,3.368017578E1
5.465341082E1,-1.071087241E0,3.565903902E0,1.290090370E1
5.466337722E1,-7.935197949E-1,8.981759071E0,-1.071087265E1
5.467334576E1,-1.102193952E0,4.111766815E0,1.195514011E1
5.468331243E1,-1.437488198E0,5.292325497E0,2.608804703E1
5.469326873E1,-2.169991016E0,9.206684113E0,-4.902594566E0
5.470323430E1,-1.564307809E0,8.028817177E0,7.130910397E0
5.471321582E1,-2.737389088E0,6.853343010E0,3.848257065E0
5.472318300E1,-2.287538528E0,6.017649651E0,-7.531409264E0
5.473313571E1,-9.059824944E-1,-2.623131871E-1,1.496471310E1
5.474310139E1,-2.388036966E0,6.369693756E0,1.288415337E1
5.475308160E1,-4.582255483E-1,1.391845131E1,-2.556671143E1
5.476304878E1,-1.085743308E-1,6.702296257E0,-1.730668831E1
5.477301649E1,-1.902294010E-1,-1.036331463E1,5.967879105E1
5.478298373E1,-2.672782898E0,-2.431706041E-1,5.731318665E1
5.479292649E1,-2.440679073E0,1.763181305E1,-2.172174454E1
5.480289123E1,1.976770639E0,8.158029556E0,-8.898308754E0
5.481286779E1,5.497509837E-1,-6.386742592E0,4.549533463E1
5.482283373E1,-5.874379873E-1,1.700997829E0,1.937887192E0
5.483279170E1,-8.389834166E-1,1.332951736E1,-2.780310440E1
5.484275680E1,6.502495408E-1,8.713463783E0,1.911566138E0
5.485275290E1,2.082054853E0,-1.873580098E0,3.803032684E1
5.486272113E1,-7.480561733E-1,5.050351143E0,7.150053024E0
5.487269092E1,2.941377163E0,8.993722916E0,-1.363908887E0
5.488265930E1,2.153839588E0,1.265205026E0,3.000988388E1
5.489262941E1,2.072782665E-1,2.933899641E0,1.631964874E1
5.490259800E1,1.279860973E0,7.406384468E0,1.097408295E0
5.491255998E1,-1.525424421E-2,4.348955154E0,1.530688667E1
5.492252785E1,-7.432705164E-1,7.640881062E0,4.849055290E0
5.493248295E1,1.165005565E0,8.895617485E0,-8.630312920E0
5.494244951E1,3.652045429E-1,6.103791237E0,-1.287338614E0
5.495240305E1,7.196413875E-1,4.566701889E0,8.562417030E0
5.496236832E1,1.145862937E0,5.112564564E0,3.798007727E0
5.497234644E1,-4.630111754E-1,4.133302212E0,1.209153080E1
5.498231300E1,6.263213158E-1,4.308277130E0,1.833081627E1
5.499228712E1,-1.234098315E0,8.572287560E0,-6.944569588E0
5.500225441E1,2.694916427E-1,2.708974361E0,7.420442104E0
5.501221332E1,-1.626521230E0,-2.196910381E0,3.215983582E1
5.502217977E1,-1.640878081E0,4.470989227E0,1.447388554E1
5.503214384E1,-1.926222295E-1,4.535595417E0,2.679961443E0
5.504211003E1,-1.106979609E0,7.298108935E-2,2.259243393E1
5.505207082E1,-4.414757788E-1,1.497308731E0,1.212263823E0
5.506203644E1,-1.049551845E0,3.884448528E0,-1.010997486E1
5.507202316E1,-3.384049416E0,8.483752251E0,-9.444171906E0
5.508199092E1,-2.234896421E0,9.884450912E0,-2.020619011E1
5.509193415E1,-3.446262836E0,5.773581982E0,-1.746012688E1
5.510189941E1,-1.918744683E0,1.684248090E0,9.472287178E0
5.511187456E1,1.977069676E-1,-1.208973598E1,4.858147812E1
5.512184082E1,-3.070290565E0,-2.742772996E-1,7.612197113E1
5.513181248E1,-1.971386790E0,2.064856339E1,-2.551347256E0
5.514177925E1,-6.020042896E0,8.265707016E0,-3.575176239E1
5.515173363E1,-2.510071039E0,-6.669993401E-1,2.789343262E1
5.516169915E1,-1.777568102E0,-7.246065140E0,2.241775703E1
5.517167967E1,-4.830211639E0,8.548358917E0,-2.065394783E1
5.518164670E1,-1.537986755E0,1.146700478E1,-1.905284971E-1
5.519164608E1,-6.616154313E-1,5.838188171E0,3.900001907E1
5.520161634E1,-1.621735573E0,2.988934517E0,1.256800175E1
5.521157227E1,-2.050349951E0,5.679962635E0,7.039684296E0
5.522154113E1,-1.650449395E0,5.102993488E0,3.083810043E1
5.523147253E1,-1.253240854E-1,3.144767046E0,1.697827339E1
5.524143758E1,-3.357728481E0,5.275575638E0,2.948256493E0
5.525142524E1,7.172485590E-1,4.128516197E0,1.340848064E1
5.526139258E1,-1.114158034E0,8.541180611E0,-9.049356461E0
5.527133326E1,-6.329016089E-1,1.155314636E1,-2.252363968E1
5.528129790E1,-7.289136052E-1,7.671987414E-1,-3.588037491E0
5.529126555E1,-1.753639936E0,-4.183850288E0,4.211487579E1
5.530123045E1,8.057830334E-1,2.931506872E0,1.697827339E1
5.531124582E1,1.112363458E0,1.233350563E1,-8.970093727E0
5.532121582E1,1.605584025E0,2.919542789E0,2.351905441E1
5.533116144E1,-7.193422914E-1,6.930212379E-1,1.590060520E1
5.534112904E1,8.871390224E-1,7.593024254E0,-1.470180130E1
5.535109753E1,3.029911816E-1,8.770891190E0,-7.619943619E0
5.536106519E1,-6.496513486E-1,3.384049416E0,1.548664761E1
5.537102264E1,-5.012963414E-1,-1.440180182E0,2.406252289E1
5.538098930E1,1.977069676E-1,2.139183521E0,1.382722473E1
5.539098363E1,1.615155339E0,2.582154751E0,3.433700502E-1
5.540095305E1,2.862414122E-1,3.385843933E-1,-2.151446581E0
5.541087847E1,4.875376225E-1,-6.669993401E-1,-6.810571671E0
5.542084342E1,1.476371527E0,-1.331007630E-1,-1.815195274E1
