"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.025317340E0,5.967699528E0,1.604447365E1,-2.099133492E1
8.035282965E0,7.899903774E0,1.329362488E1,-8.886344910E0
8.045286090E0,4.646263599E0,1.971386790E0,1.613061523E1
8.055255517E0,3.781856298E0,-2.345265388E0,2.023670006E1
8.065221402E0,1.053111172E1,2.242074728E0,1.133031464E1
8.075190465E0,9.460921288E0,4.274777889E0,1.871636009E1
8.085137705E0,8.692526817E0,1.315454245E0,2.647359085E1
8.095104527E0,4.768297195E0,3.173480988E0,9.735796928E0
8.105074788E0,2.122732878E0,4.547559261E0,-2.208874464E0
8.115041975E0,2.017448664E0,6.199504375E0,3.161217928E0
8.125013798E0,2.587239504E0,4.952245712E0,-2.946461916E0
8.134981455E0,2.312064916E-1,-6.311069727E-1,1.274507046E1
8.144942809E0,1.674975872E0,7.480561733E-1,1.460549068E1
8.154909788E0,-1.760818362E0,7.150053024E0,-1.175713444E1
8.164881038E0,-4.121337891E0,6.101398468E0,3.268894911E0
8.174848486E0,-4.655236244E0,-1.782652855E0,1.349701500E1
8.184806194E0,-4.066302776E0,-7.770691514E-1,1.569242954E1
8.194772600E0,-6.656832695E0,6.640082836E0,-3.767499208E0
8.204742757E0,-1.086820030E1,3.489333630E0,-1.615155339E0
8.214709527E0,-9.465108871E0,-2.903092146E0,4.378117752E1
8.224701663E0,-3.199502945E0,-9.493523836E-1,5.059743118E1
8.234671038E0,2.161017895E0,-1.064207911E0,6.788437843E0
8.244612600E0,-5.677569866E0,3.111267567E0,1.243400383E1
8.254579111E0,-1.044676495E1,4.689034939E0,-4.804189682E0
8.264557600E0,-9.740582466E0,9.446265221E0,-2.276800728E1
8.274525361E0,-4.743771076E0,1.026969528E1,-9.300602913E0
8.284492861E0,-4.985744953E0,1.119153023E1,-1.340907860E1
8.294460569E0,-6.711867332E0,1.448584938E1,-1.554228020E1
8.304424527E0,-2.174776793E0,-5.880361795E-1,2.837917519E1
8.314391871E0,1.322931767E0,-6.238088608E0,6.575506592E1
8.324371559E0,2.510669231E0,4.097409725E0,1.140927792E1
8.334340100E0,1.857428551E-1,1.448584938E1,-1.885334778E1
8.344298434E0,8.153542876E-1,4.222135544E0,1.035194874E0
8.354265934E0,-3.726222992E0,1.820638895E0,-1.902593136E0
8.364250048E0,-5.119743347E0,4.806283474E0,-9.659825325E0
8.374219215E0,-4.660022259E0,2.711367130E0,3.203779984E1
8.384173121E0,-2.742174864E0,4.799104691E0,3.895694733E1
8.394140777E0,-1.068694472E0,3.996911049E0,1.405244923E1
8.404079736E0,-1.344168067E0,-3.803391695E0,1.789502335E1
8.414044423E0,-1.430309772E0,-3.240779161E0,5.117350101E0
8.424032080E0,2.838485837E-1,4.995316505E0,-1.068455124E1
8.433999111E0,1.253539920E0,5.000102043E0,6.819544315E0
8.443970830E0,4.827519655E-1,5.627320766E0,3.764508247E0
8.453938330E0,1.380359530E0,4.454239368E0,4.212265015E0
8.463927132E0,3.207279682E0,4.514060020E0,1.968365860E1
8.473896767E0,4.651049137E0,1.259462166E1,-8.077271461E0
8.483845777E0,4.035794258E0,1.696630859E1,-1.284945726E0
8.493813277E0,1.543370605E0,7.238587379E0,1.338694572E1
8.503781507E0,8.201399446E-1,3.982554197E0,1.068126106E1
8.513749059E0,-4.127618968E-1,-1.339681625E0,1.182592773E1
8.523697184E0,5.158626556E0,-6.365207195E0,5.705236816E1
8.533662809E0,6.667002201E0,-6.398706913E0,3.719942093E1
8.543647965E0,6.322136402E0,1.413560033E0,6.649653912E0
8.553615517E0,2.831307411E0,6.788736820E0,-8.084450722E0
8.563582861E0,-2.859423161E-1,1.153400326E1,-1.729472351E1
8.573550413E0,-1.926222295E-1,1.159143066E1,-1.962922096E1
8.583673277E0,1.926222205E0,7.748558044E0,-9.192925453E0
8.593656507E0,-1.615155339E-1,4.265206337E0,-6.011069775E0
8.603510882E0,-5.970092416E-1,9.118149757E0,-1.061994553E1
8.613481090E0,-1.988136530E0,1.238854027E1,-2.431945229E1
8.623381559E0,-2.723032236E0,-6.659524441E0,3.226033401E1
8.633344736E0,3.777070522E0,-1.389003658E1,7.853303528E1
8.643307132E0,9.017950058E0,4.968995094E0,5.108586502E1
8.653270205E0,1.140748310E1,1.653769493E1,-4.194079590E1
8.663269215E0,-1.234098315E0,3.744767308E-1,3.790829182E0
8.673235934E0,-8.452346802E0,-1.256142139E1,2.260200500E1
8.683204892E0,-2.100599289E0,1.084666538E1,-2.696501732E1
8.693171819E0,9.640084505E-1,1.049970531E1,-5.850451469E0
8.703146767E0,-3.963411570E0,5.783153057E0,3.045494843E1
8.713114527E0,-3.793521166E0,6.803093910E0,-8.524729729E0
8.723066402E0,-2.047957182E0,2.929114103E0,1.734916115E1
8.733032496E0,-2.545963287E0,-3.056232691E0,5.247699356E1
8.742974007E0,1.105184913E0,5.507679462E0,1.072941685E1
8.752937600E0,2.297408819E0,3.372085333E0,3.924827337E0
8.762903798E0,1.689931005E-1,-4.258327007E0,3.209283829E1
8.772867652E0,6.550351977E-1,5.342574596E0,-5.218447208E0
8.782844944E0,-4.199403822E-1,6.886842728E0,-9.176176071E0
8.792810205E0,-1.222134113E0,-1.588834286E0,2.983490944E1
8.802793434E0,-4.366901219E-1,7.164410114E0,4.865804672E0
8.812760465E0,-2.902792931E0,1.636541176E1,-1.626521111E1
8.822724996E0,-1.456630826E0,1.468714523E1,1.506999683E1
8.832691767E0,-3.561118364E0,1.295115280E1,9.442676306E-1
8.842649059E0,-1.552343726E0,2.266003132E0,7.334001660E-1
8.852614892E0,-2.000100613E0,-5.754738331E0,2.348794746E1
8.862610361E0,-1.502094388E0,-2.242373943E0,7.628916740E0
8.872579163E0,4.253541470E0,-1.013958573E0,1.535952854E1
8.882535621E0,1.600798368E0,-7.387840152E-1,2.019602203E1
8.892503121E0,-9.562317729E-1,8.890831947E0,3.529413342E-1
8.902467027E0,-1.648056626E0,1.387777328E1,-1.027747250E1
8.912434215E0,-3.281157970E0,1.829043770E1,-1.065822983E1
8.922399007E0,-3.750151396E0,1.483071518E1,-2.466910362E1
8.932365934E0,-2.213061810E0,-3.719642878E0,4.116552353E0
8.942322809E0,7.292127013E-1,-4.969294548E0,3.595455170E1
8.952288694E0,2.745165825E0,8.052745819E0,-1.180020523E1
8.962262652E0,3.604189157E-1,1.462732506E1,-6.154638767E0
8.972229371E0,1.307079345E-1,5.853442550E-1,1.269960690E1
8.982201611E0,-2.093420744E0,-1.166830063E1,3.676631927E1
8.992168850E0,-1.820638895E0,-8.060222626E0,4.637649155E1
9.002134059E0,5.888736725E0,3.082254648E0,4.631308079E0
9.012101090E0,6.053841114E0,3.072683334E0,9.227322340E-1
9.022072132E0,8.577371597E0,-4.303790569E0,2.926990318E1
9.032039527E0,2.608774900E0,2.869293451E0,1.037886813E-1
9.041991975E0,-2.715853751E-1,7.171588421E0,9.658927917E0
9.051957861E0,-2.816651344E0,8.328219414E0,2.024866295E1
9.061953642E0,-9.156435013E0,9.101400375E0,-1.430907965E0
9.071922548E0,-2.905185699E0,2.792723179E0,2.757010269E1
9.081871715E0,-1.214955688E0,4.114159584E0,1.020748234E1
9.091838590E0,-6.604190350E0,1.531436443E1,-1.424686623E1
9.101809007E0,-2.280359983E0,1.100967598E1,-9.592227936E-1
9.111776246E0,-1.173978567E0,4.200600147E0,6.867401123E0
9.121748225E0,2.175374985E0,3.932304859E0,-1.570289880E-1
9.131715934E0,6.071787477E-1,2.342573404E0,2.150310135E1
9.141680725E0,-2.333002090E0,1.234098315E0,2.795325279E1
9.151648121E0,-1.289133191E0,2.373680115E0,5.725426197E0
9.161610673E0,-3.200400248E-2,3.601198196E-1,1.625982857E1
9.171577548E0,-2.397608280E0,1.327418327E0,8.078767776E0
9.181551663E0,-2.536391973E0,5.667998791E0,-5.632704735E0
9.191519319E0,-2.646461725E0,6.300302029E0,5.222634315E0
9.201487027E0,-3.778865099E0,8.416753769E0,-9.161519408E-1
9.211454684E0,-3.403192043E0,1.255633640E1,-3.607180119E-1
9.221417913E0,-3.575475216E0,1.245823097E1,5.768496990E0
9.231385100E0,-2.962613583E0,7.020840645E0,5.002494812E0
9.241353902E0,-8.054839373E-1,-4.847260475E0,1.677936935E1
9.251321246E0,-1.628913999E0,-2.979662418E0,1.410987663E1
9.261283538E0,1.618146300E-1,4.157529354E0,-1.111047363E1
9.271250361E0,1.330110312E0,2.105684042E0,9.443573952E0
9.281230777E0,-3.290131092E-1,-3.334099293E0,2.268844604E1
9.291198955E0,-6.400800347E-1,3.385843933E-1,1.132074261E1
9.301160777E0,1.363609791E0,2.263610125E0,9.774082184E0
9.311128277E0,3.154637575E0,3.331407309E0,1.567089462E1
9.321092236E0,3.391526937E0,3.913162231E0,1.665972900E1
9.331059423E0,3.576073408E0,4.372883320E0,1.612104416E1
9.341030777E0,3.125923634E0,6.170790672E0,8.220243454E0
9.350998382E0,3.602394581E0,4.842175961E0,2.179562330E0
9.360956559E0,9.017950296E-1,-1.734796405E0,1.481127262E1
9.370923121E0,-1.253240854E-1,-1.143470168E0,1.713619995E1
9.380895100E0,-3.290131222E-3,4.439882278E0,3.618546009E0
9.390862288E0,1.734796405E0,4.459024906E0,1.730608940E1
9.400832496E0,7.052844763E-1,3.305086374E0,1.736590958E1
9.410799944E0,-1.444666684E-1,5.644070625E0,2.979363203E0
9.420766507E0,1.977069676E-1,3.929912090E0,9.026923180E0
9.430733850E0,1.169791222E0,2.450250387E0,1.437099361E1
9.440698382E0,2.362015009E0,2.984148979E0,1.691576004E1
9.450665413E0,2.680559635E0,3.443870068E0,1.392802238E1
9.460637340E0,2.687737942E0,4.415954113E0,7.403692245E0
9.470604840E0,2.015055656E0,3.846163273E0,4.655236244E0
9.480565986E0,1.043868884E-1,5.720939636E0,3.383750439E0
9.490532861E0,-2.003988996E-2,6.798308372E0,5.296812057E0
9.500503902E0,-1.298704505E0,5.581857204E0,8.385348320E0
9.510471194E0,-1.006481051E0,5.941079617E0,2.524427891E0
9.520435673E0,-6.568298340E-1,6.281159401E0,1.810768485E0
9.530402652E0,-5.946164131E-1,6.108577251E0,2.878565550E0
9.540368434E0,-1.693520188E0,8.028817177E0,-1.977069676E-1
9.550335309E0,-3.177967548E0,1.020030403E1,7.764709592E-1
9.560295413E0,-4.837389946E0,1.296311665E1,-3.499503136E0
9.570261611E0,-4.851747036E0,7.973782539E0,-2.434098721E0
9.580246038E0,-3.680759430E0,8.581260443E-1,1.104766178E1
9.590214007E0,-3.055933714E0,-4.345964193E-1,1.186899853E1
9.600171455E0,-3.099004507E0,2.924328327E0,1.339412403E1
9.610138382E0,-2.584248543E0,4.581058979E0,1.300140190E1
9.620107913E0,-1.193420291E0,-1.241575837E0,2.582483673E1
9.630075100E0,1.890329838E0,-4.342075825E0,3.314388275E1
9.640050882E0,1.040578723E0,3.111267567E0,1.983350873E0
9.650018902E0,-3.601198196E-1,5.395216942E0,-5.637490273E0
9.659990309E0,-2.337787628E0,1.902294010E-1,9.865009308E0
9.669958642E0,-2.347358942E0,6.643074155E-1,6.771687984E0
9.679916507E0,-1.470987678E0,3.029612541E0,8.021339417E0
9.689883798E0,-3.481557071E-1,3.139981508E0,1.494556999E1
9.699854944E0,8.225327730E-1,5.160421371E0,1.041326523E1
9.709822652E0,2.168196440E0,5.993721485E0,9.218647957E0
9.719784944E0,2.958127022E0,6.053542137E0,1.154327583E1
9.729752080E0,1.435693622E0,6.522834301E0,6.865008354E0
9.739722184E0,3.436691463E-1,4.677071095E0,9.041280746E0
9.749689580E0,9.424729943E-1,2.383251429E0,1.488574982E1
9.759644267E0,1.830509305E0,2.057827473E0,1.086580753E1
9.769610361E0,1.773081541E0,5.853442550E-1,1.428455257E1
9.779603486E0,1.787438512E0,4.319044948E-1,1.586710644E1
9.789572288E0,2.280659199E0,2.888436079E0,8.526524544E0
9.799539736E0,4.923232496E-1,3.412763357E0,8.684749603E0
9.809508434E0,-1.152443171E0,3.400799274E0,1.120798111E1
9.819479267E0,-1.588235974E0,3.209373474E0,8.749356270E0
9.829448121E0,-1.444666624E0,2.335394859E0,9.683155060E0
9.839411246E0,-1.403988719E0,1.997707844E0,8.624629974E0
9.849379527E0,-1.456630826E0,1.648355722E0,7.559226036E0
9.859344163E0,-8.581260443E-1,1.645962834E0,1.055922699E1
9.869312080E0,-7.576274872E-1,2.483749866E0,8.232207298E0
9.879280517E0,-1.018445134E0,2.594118834E0,8.354241371E0
9.889248434E0,-2.059921265E0,1.415952802E0,1.186182022E1
9.899216715E0,-1.930708766E0,2.366501570E0,1.145234871E1
9.909184684E0,-1.118943691E0,3.278765202E0,1.182353497E1
9.919151142E0,-1.241276741E0,2.950649500E0,1.312104321E1
9.929118955E0,-1.645663738E0,2.428714991E0,9.579964638E0
9.939074996E0,-2.179562330E0,1.114457130E0,7.575975418E0
9.949041559E0,-1.796710730E0,8.374879137E-3,9.826724052E0
9.958993694E0,-1.408774376E0,4.677968323E-1,9.601499557E0
9.968958798E0,-8.389834166E-1,6.547361016E-1,1.133988571E1
9.978936767E0,-4.079762697E-1,6.595217586E-1,1.217767239E1
9.988903173E0,-2.763710022E-1,1.482951880E0,1.049701405E1
9.998872913E0,-4.271188378E-1,2.649153709E0,9.879366875E0
1.000883968E1,-4.438686073E-1,3.405584812E0,8.473882675E0
1.001881406E1,-4.941178858E-1,3.726522207E0,8.909674644E0
1.002878156E1,-5.012963414E-1,4.205385685E0,8.612666130E0
1.003874229E1,-1.049551845E0,4.547559261E0,7.485048294E0
1.004870911E1,-1.470987678E0,4.554738045E0,8.677571297E0
1.005866406E1,-1.787139416E0,5.105386257E0,7.683951855E0
1.006862963E1,-2.028814554E0,5.658427238E0,6.616154671E0
1.007861765E1,-2.337787628E0,5.756832123E0,7.810771465E0
1.008858552E1,-2.845365286E0,6.077470303E0,7.162017345E0
1.009854864E1,-3.158824921E0,6.106184483E0,6.745367050E0
1.010851599E1,-3.319443226E0,5.771189213E0,7.657630444E0
1.011848151E1,-3.556332588E0,5.407180786E0,7.331907749E0
1.012844869E1,-3.570689678E0,5.478965759E0,6.790830612E0
1.013842442E1,-2.874078989E0,5.189434052E0,7.437191963E0
1.014839244E1,-2.450250387E0,4.873282433E0,7.018148899E0
1.015833812E1,-2.636890650E0,4.399204254E0,5.754140377E0
1.016830390E1,-1.794317842E0,4.265206337E0,6.754938126E0
1.017827979E1,-9.661021084E-2,4.966602325E0,6.592226505E0
1.018824656E1,1.270289779E0,6.067899227E0,7.516155243E0
1.019822494E1,1.251147151E0,6.170790672E0,9.115457535E0
1.020819286E1,2.086840391E0,6.386443615E0,9.091529846E0
1.021816182E1,2.433799744E0,5.083850861E0,1.069801140E1
1.022812984E1,3.805784464E0,3.750450373E0,1.248664570E1
1.023809151E1,5.070092201E0,3.477369547E0,1.121755219E1
1.024805885E1,5.580062389E0,3.154338360E0,1.219202995E1
1.025801739E1,5.239982605E0,2.859722137E0,1.277139187E1
1.026798385E1,4.600799561E0,3.046362400E0,1.116251755E1
1.027796119E1,4.899902344E0,3.228515863E0,1.090648556E1
1.028792875E1,4.366003990E0,3.034398317E0,9.321539879E0
1.029789448E1,3.777070522E0,2.936292410E0,8.775676727E0
1.030786182E1,3.070888758E0,3.211766243E0,9.462716103E0
1.031783411E1,1.991127491E0,3.760021687E0,8.490632057E0
1.032780198E1,8.946165442E-1,3.771985769E0,8.940781593E0
1.033775974E1,5.114658475E-1,3.417548895E0,9.719047546E0
1.034772656E1,-2.003988996E-2,3.446262836E0,9.199505806E0
1.035769296E1,-6.329016089E-1,3.498904943E0,9.029315948E0
1.036765974E1,-9.466604590E-1,3.415156126E0,9.400503159E0
1.037762630E1,-7.217351198E-1,3.539582968E0,9.228219986E0
1.038759307E1,-8.078767657E-1,3.618845224E0,9.077172279E0
1.039756770E1,-1.234098315E0,3.762414455E0,9.149256706E0
1.040753520E1,-1.399203062E0,4.020839214E0,8.593523026E0
1.041749708E1,-1.173978567E0,4.241278172E0,9.093922615E0
1.042746401E1,-7.815557122E-1,4.267599106E0,8.476275444E0
1.043743640E1,-6.544370055E-1,4.325026989E0,8.648857117E0
1.044740385E1,-3.768695593E-1,4.231706619E0,9.154042244E0
1.045737187E1,-6.550352275E-2,4.401597023E0,8.782855988E0
1.046733937E1,-1.830509305E-1,4.205385685E0,8.924032211E0
1.047731088E1,-1.806581169E-1,3.870091438E0,9.323932648E0
1.048727880E1,1.283151209E-1,4.032803535E0,8.749356270E0
1.049723869E1,3.149552941E-1,4.085445404E0,8.766105652E0
1.050720583E1,-2.763710022E-1,3.817449331E0,9.541679382E0
1.051718494E1,-3.146561682E-1,4.075874329E0,8.955139160E0
1.052715323E1,-4.797609448E-1,4.102195263E0,8.768498421E0
1.053710927E1,-1.241276741E0,3.594617844E0,9.501001358E0
1.054707630E1,-1.511665702E0,3.937090635E0,9.024530411E0
1.055704093E1,-8.605188727E-1,4.447061062E0,7.715058327E0
1.056700776E1,-1.054337502E0,4.044767380E0,9.800403595E0
1.057697885E1,-6.786643267E-1,4.346562386E0,9.285647392E0
1.058694609E1,-6.616154313E-1,4.717749119E0,8.672785759E0
1.059691510E1,-4.007977843E-1,4.406383038E0,9.295218468E0
1.060688250E1,-2.907279432E-1,4.758427143E0,8.335098267E0
1.061684906E1,1.498505175E-1,4.966602325E0,7.913662910E0
1.062681635E1,1.259222925E-1,4.741677284E0,8.971888542E0
1.063679416E1,-5.874379873E-1,4.724927425E0,8.308777809E0
1.064676250E1,-2.174776793E0,4.621737003E0,8.461917877E0
1.065669948E1,-1.154836059E0,5.004887581E0,8.234600067E0
1.066666463E1,-1.820638895E0,5.057529926E0,7.884948730E0
1.067665448E1,-2.476571321E0,4.820640087E0,8.785248756E0
1.068662213E1,-2.409572363E0,5.119743347E0,8.528917313E0
1.069659369E1,-2.591426849E0,5.187041283E0,7.789236069E0
1.070656172E1,-2.787937403E0,4.985744953E0,8.459525108E0
1.071652119E1,-2.433500528E0,5.194219589E0,7.681559086E0
1.072648838E1,-1.801496387E0,5.419145107E0,7.963912010E0
1.073645822E1,-1.875673890E0,5.289932728E0,8.689535141E0
1.074642562E1,-1.906780601E0,5.502893925E0,7.959126472E0
1.075637312E1,-1.399203062E0,5.689534187E0,7.743772507E0
1.076633849E1,-1.157228827E0,5.402395248E0,8.110173225E0
1.077632396E1,-9.993025661E-1,5.431109428E0,8.392526627E0
1.078629135E1,-6.640082598E-1,5.490929604E0,7.839485168E0
1.079625708E1,-6.185446382E-1,5.364109993E0,8.493024826E0
1.080622432E1,-1.830509305E-1,5.390431404E0,8.169993401E0
1.081619453E1,-4.486542344E-1,5.330610752E0,8.449954033E0
1.082616203E1,-6.209374666E-1,4.966602325E0,8.363812447E0
1.083613948E1,-3.672982752E-1,5.110171795E0,8.514560699E0
1.084610802E1,-3.864408433E-1,5.071886539E0,8.287241936E0
1.085607307E1,-6.738786697E-1,4.901996136E0,8.648857117E0
1.086604125E1,-8.006982803E-1,4.928317547E0,8.244171143E0
1.087599994E1,-1.140479088E0,4.803890705E0,8.562417030E0
1.088596713E1,-1.123729348E0,4.652843475E0,8.641678810E0
1.089591270E1,-1.118943691E0,4.772783756E0,8.560024261E0
1.090587765E1,-1.360917926E0,4.600201607E0,8.509774208E0
1.091584375E1,-1.408774376E0,4.559523582E0,8.708678246E0
1.092580885E1,-1.382453322E0,4.636094093E0,8.481060982E0
1.093579838E1,-1.466202021E0,4.566701889E0,8.670392990E0
1.094576593E1,-1.612164259E0,4.559523582E0,8.581559181E0
1.095574432E1,-1.310668588E0,4.631308079E0,8.402097702E0
1.096571291E1,-1.135693431E0,4.674678326E0,8.646464348E0
1.097566531E1,-1.157228827E0,4.691427708E0,8.576773643E0
1.098563229E1,-1.267597795E0,4.775176525E0,8.595915794E0
1.099563234E1,-1.111765265E0,4.818247318E0,8.323134422E0
1.100560265E1,-9.586246014E-1,4.909174919E0,8.543273926E0
1.101556151E1,-7.815557122E-1,4.966602325E0,8.435597420E0
1.102553067E1,-6.930212379E-1,5.026422977E0,8.414061546E0
1.103546677E1,5.401797295E-1,5.177470207E0,9.831509590E0
1.104543260E1,-1.006481051E0,5.091029167E0,6.884150982E0
1.105542932E1,-9.131609201E-1,5.771189213E0,7.236194611E0
1.106539823E1,-9.182456881E-2,4.432703972E0,1.095194912E1
1.107535838E1,-8.174480200E-1,5.500501156E0,6.553941250E0
1.108532640E1,-2.715853751E-1,5.579464436E0,8.066802979E0
1.109528739E1,-5.539384484E-1,4.791926384E0,9.879366875E0
1.110525468E1,-4.414757788E-1,5.893223286E0,7.083054066E0
1.111522234E1,-9.945169091E-1,5.143671513E0,7.667201996E0
1.112518968E1,-9.131609201E-1,4.964209557E0,9.244969368E0
1.113514172E1,-7.719843984E-1,5.543571949E0,7.532904625E0
1.114510750E1,-9.131609201E-1,4.882853508E0,9.139386177E0
1.115508041E1,-8.054839373E-1,5.035994530E0,8.713463783E0
1.116504687E1,-7.049853802E-1,5.294718266E0,8.040482521E0
1.117500838E1,-6.882356405E-1,4.973781109E0,8.612666130E0
1.118497437E1,-7.313064337E-1,5.114957333E0,8.344670296E0
1.119495526E1,-6.041877270E-1,4.961816788E0,7.899305820E0
1.120492271E1,-4.749752879E-1,4.904388905E0,8.792427063E0
1.121487526E1,-3.505485058E-1,4.973781109E0,8.337491035E0
1.122484125E1,-3.744767308E-1,4.885246754E0,8.593523026E0
1.123480125E1,-3.170489967E-1,4.827818871E0,8.691927910E0
1.124476656E1,-4.175475538E-1,4.928317547E0,8.574380875E0
1.125475130E1,-3.672982752E-1,4.873282433E0,8.370990753E0
1.126471859E1,-2.931207716E-1,4.894817829E0,8.607880592E0
1.127469224E1,-2.644068897E-1,4.846961498E0,8.593523026E0
1.128466015E1,-2.476571500E-1,4.899603367E0,8.571988106E0
1.129461338E1,-3.194418252E-1,4.985744953E0,8.311170578E0
1.130457984E1,-3.002992272E-1,4.964209557E0,8.528917313E0
1.131456328E1,-3.194418252E-1,4.901996136E0,8.557631493E0
1.132453146E1,-4.199403822E-1,4.940281391E0,8.476275444E0
1.133449963E1,-4.414757788E-1,4.968995094E0,8.457132339E0
1.134446781E1,-4.701896608E-1,5.016851902E0,8.426025391E0
1.135441885E1,-5.324030519E-1,5.014459133E0,8.423632622E0
1.136438531E1,-5.419743061E-1,5.028815746E0,8.449954033E0
1.137436817E1,-4.965106845E-1,5.086243629E0,8.433204651E0
1.138433625E1,-5.108676553E-1,5.126921654E0,8.485846519E0
1.139432385E1,-6.448656917E-1,5.110171795E0,8.390133858E0
1.140429390E1,-5.994020700E-1,5.129314423E0,8.380561829E0
1.141425406E1,-5.300102234E-1,5.093421936E0,8.445168495E0
1.142422312E1,-4.390829504E-1,5.110171795E0,8.473882675E0
1.143418922E1,-4.654040039E-1,5.129314423E0,8.378169060E0
1.144415791E1,-4.199403822E-1,5.134099960E0,8.380561829E0
1.145408713E1,-3.840480447E-1,5.153242588E0,8.356634140E0
1.146405182E1,-3.601198196E-1,5.119743347E0,8.485846519E0
1.147404953E1,-3.481557071E-1,5.074279308E0,8.466703415E0
1.148401760E1,-3.601198196E-1,5.088636398E0,8.397312164E0
1.149397458E1,-4.725824594E-1,5.035994530E0,8.392526627E0
1.150394151E1,-4.534398913E-1,5.067101002E0,8.440382957E0
1.151392015E1,-5.347958803E-1,5.007280350E0,8.447561264E0
1.152388828E1,-5.467599630E-1,5.007280350E0,8.588737488E0
1.153384385E1,-5.898307562E-1,4.995316505E0,8.437990189E0
1.154381067E1,-5.419743061E-1,5.009673119E0,8.342276573E0
1.155376828E1,-5.419743061E-1,4.928317547E0,8.571988106E0
1.156373416E1,-5.491527915E-1,4.945066929E0,8.583951950E0
1.157373484E1,-5.467599630E-1,5.009673119E0,8.308777809E0
1.158370427E1,-4.989035130E-1,4.997709274E0,8.375776291E0
1.159366088E1,-4.965106845E-1,4.980959415E0,8.418847084E0
1.160362896E1,-4.701896608E-1,5.009673119E0,7.619345665E0
1.161364130E1,-3.672982752E-1,5.313860893E0,8.165207863E0
1.162361390E1,-3.672982752E-1,4.554738045E0,1.024337482E1
1.163359218E1,-5.036891699E-1,5.016851902E0,8.794819832E0
1.164356531E1,-3.577269912E-1,5.177470207E0,8.289634705E0
1.165351682E1,-5.156532526E-1,5.091029167E0,8.301599503E0
1.166348781E1,-4.342973232E-1,5.285147190E0,7.798807144E0
1.167337515E1,-6.185446382E-1,4.997709274E0,7.825128078E0
1.168333765E1,-5.994020700E-1,5.095814705E0,8.545666695E0
1.169331833E1,-6.352944374E-1,5.095814705E0,8.296813011E0
1.170328271E1,-6.616154313E-1,5.102993488E0,8.828319550E0
1.171918428E1,-3.672982752E-1,4.947459698E0,8.567202568E0
1.172916683E1,-4.295116663E-1,4.873282433E0,8.658429146E0
1.173913386E1,-4.725824594E-1,4.942674160E0,8.500203133E0
1.174913282E1,-4.582255483E-1,4.909174919E0,8.459525108E0
1.175906402E1,-4.869394004E-1,4.899603367E0,8.658429146E0
1.176903136E1,-5.539384484E-1,4.868496895E0,8.445168495E0
1.177899881E1,-5.659025311E-1,4.911567688E0,8.576773643E0
1.178893308E1,-5.826523304E-1,4.885246754E0,8.512166977E0
1.179889813E1,-6.161518097E-1,4.911567688E0,8.495417595E0
1.180885975E1,-5.706881881E-1,4.842175961E0,8.521739006E0
1.181882444E1,-5.682953596E-1,4.916353226E0,8.469096184E0
1.182882220E1,-5.347958803E-1,4.901996136E0,8.418847084E0
1.183879022E1,-5.347958803E-1,4.923531532E0,8.569595337E0
1.184873751E1,-4.342973232E-1,4.930710316E0,8.488239288E0
1.185870345E1,-4.007977843E-1,4.959424019E0,8.543273926E0
1.186865746E1,-3.840480447E-1,4.923531532E0,8.483453751E0
1.187862214E1,-4.677968323E-1,4.911567688E0,8.550452232E0
1.188862923E1,-5.204389095E-1,4.882853508E0,8.531310081E0
1.189859824E1,-5.276173949E-1,4.918745995E0,8.478668213E0
1.190856527E1,-4.534398913E-1,4.935495853E0,8.476275444E0
1.191853402E1,-3.625126183E-1,4.913960457E0,8.591130257E0
1.192849673E1,-3.218346536E-1,4.930710316E0,8.598309517E0
1.193846485E1,-3.601198196E-1,4.937888622E0,8.509774208E0
1.194841313E1,-4.606183469E-1,4.880460739E0,8.536095619E0
1.195837928E1,-4.869394004E-1,4.851747036E0,8.521739006E0
1.196838017E1,-4.749752879E-1,4.887639523E0,8.445168495E0
1.197834985E1,-4.223332107E-1,4.887639523E0,8.502595901E0
1.198831121E1,-4.797609448E-1,4.890032291E0,8.531310081E0
1.199828001E1,-5.324030519E-1,4.933103085E0,8.495417595E0
1.200824438E1,-5.682953596E-1,4.918745995E0,8.521739006E0
1.201821272E1,-6.714858413E-1,4.899603367E0,8.571988106E0
1.202818209E1,-7.887341380E-1,4.909174919E0,8.406883240E0
1.203815053E1,-7.624131441E-1,4.913960457E0,8.442775726E0
1.204810798E1,-6.690930128E-1,4.916353226E0,8.461917877E0
1.205807532E1,-6.786643267E-1,4.978566647E0,8.392526627E0
1.206802230E1,-6.858428121E-1,4.992923737E0,8.387741089E0
1.207798756E1,-7.193422914E-1,4.988137722E0,8.500203133E0
1.208795214E1,-8.006982803E-1,4.964209557E0,8.394919395E0
1.209791735E1,-6.978068948E-1,4.995316505E0,8.411668777E0
1.210789912E1,-8.437690735E-1,5.445466042E0,5.526822090E0
1.211786600E1,-7.049853802E-1,4.509274483E0,1.342762375E1
1.212783657E1,-1.974078715E-1,4.573880672E0,8.399704933E0
1.213780381E1,-8.557332158E-1,6.024828434E0,5.459524155E0
1.214776100E1,-2.907279432E-1,4.576273441E0,9.936794281E0
1.215772720E1,-7.265207767E-1,4.875675201E0,8.636893272E0
1.216769688E1,-6.690930128E-1,4.966602325E0,7.095018387E0
