"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
5.151510000E-2,8.237427005E-1,2.334123254E-1,-1.083454564E-1,-5.052008629E-1,6.907754661E1,2.965854425E1,3.287295546E0,-6.217096477E1
6.148395500E-2,8.238372135E-1,2.330662757E-1,-1.085480824E-1,-5.051630139E-1,6.905844186E1,2.963543829E1,3.245881698E0,-6.217295318E1
7.137333000E-2,8.238591101E-1,2.326766104E-1,-1.085289940E-1,-5.053110123E-1,6.905401503E1,2.959402690E1,3.228773438E0,-6.219233310E1
8.131208000E-2,8.235613263E-1,2.329689562E-1,-1.077260971E-1,-5.058332682E-1,6.911419642E1,2.957413703E1,3.339300677E0,-6.223497706E1
9.131890200E-2,8.231047443E-1,2.333251536E-1,-1.064407527E-1,-5.066836476E-1,6.920638155E1,2.953072268E1,3.509859745E0,-6.230557794E1
1.012859340E-1,8.228193361E-1,2.339261770E-1,-1.057319194E-1,-5.070183873E-1,6.926395167E1,2.954851251E1,3.624266622E0,-6.232633238E1
1.112794750E-1,8.227378151E-1,2.340825498E-1,-1.055229083E-1,-5.071220398E-1,6.928038769E1,2.955160968E1,3.656891111E0,-6.233314793E1
1.212574440E-1,8.224519899E-1,2.343782932E-1,-1.047162488E-1,-5.076160431E-1,6.933798804E1,2.953176754E1,3.767056963E0,-6.237240256E1
1.311780690E-1,8.221253493E-1,2.342906445E-1,-1.037009507E-1,-5.083934665E-1,6.940376241E1,2.945916342E1,3.882657523E0,-6.244329819E1
1.411321840E-1,8.219336815E-1,2.344361842E-1,-1.031629890E-1,-5.087456107E-1,6.944233245E1,2.944048334E1,3.953708993E0,-6.247274323E1
1.511102570E-1,8.218307211E-1,2.344526500E-1,-1.028584614E-1,-5.089659691E-1,6.946304383E1,2.942308504E1,3.990573683E0,-6.249233004E1
1.610742670E-1,8.216942578E-1,2.345906347E-1,-1.024822965E-1,-5.091985464E-1,6.949048629E1,2.941374995E1,4.042027779E0,-6.251111324E1
1.710499960E-1,8.216293380E-1,2.346630991E-1,-1.023276374E-1,-5.093010068E-1,6.950353820E1,2.941148375E1,4.064391028E0,-6.251970052E1
1.810187980E-1,8.215543000E-1,2.346540987E-1,-1.021390855E-1,-5.094640255E-1,6.951862165E1,2.939862420E1,4.086937004E0,-6.253537764E1
1.909786940E-1,8.214922100E-1,2.344934940E-1,-1.019798145E-1,-5.096699595E-1,6.953110027E1,2.937185802E1,4.098844745E0,-6.255789722E1
2.009437460E-1,8.214618937E-1,2.344726324E-1,-1.019508392E-1,-5.097342134E-1,6.953719241E1,2.936772363E1,4.102443765E0,-6.256547725E1
2.109209860E-1,8.214685233E-1,2.344305217E-1,-1.020058692E-1,-5.097318888E-1,6.953586021E1,2.936672040E1,4.094644025E0,-6.256691344E1
2.208910900E-1,8.214590852E-1,2.343917489E-1,-1.019722968E-1,-5.097716451E-1,6.953775676E1,2.936059254E1,4.096722964E0,-6.257119612E1
2.308748920E-1,8.214363792E-1,2.343417853E-1,-1.018715724E-1,-5.098513365E-1,6.954231925E1,2.934914597E1,4.105713816E0,-6.257872112E1
2.408506210E-1,8.214223749E-1,2.342215478E-1,-1.017666087E-1,-5.099501014E-1,6.954513311E1,2.933019813E1,4.111397940E0,-6.258877853E1
2.508351000E-1,8.214587675E-1,2.341249734E-1,-1.018339396E-1,-5.099223852E-1,6.953782060E1,2.932448850E1,4.098214708E0,-6.258738508E1
2.608144750E-1,8.215455682E-1,2.340274006E-1,-1.020673737E-1,-5.097806454E-1,6.952037666E1,2.932907639E1,4.065640602E0,-6.257604556E1
2.707378610E-1,8.216465846E-1,2.339226454E-1,-1.023500189E-1,-5.096092224E-1,6.950007103E1,2.933598990E1,4.027036242E0,-6.256232363E1
2.806937980E-1,8.217152689E-1,2.338157743E-1,-1.025310978E-1,-5.095111132E-1,6.948626162E1,2.933631298E1,4.000244670E0,-6.255516007E1
2.906903610E-1,8.217694559E-1,2.337516993E-1,-1.026719660E-1,-5.094247460E-1,6.947536531E1,2.933854902E1,3.980239787E0,-6.254823541E1
3.006632770E-1,8.218285058E-1,2.337139547E-1,-1.028389707E-1,-5.093131065E-1,6.946348939E1,2.934513299E1,3.958572196E0,-6.253873717E1
3.106230170E-1,8.218918779E-1,2.336398065E-1,-1.030058935E-1,-5.092111230E-1,6.945074226E1,2.934795801E1,3.934990431E0,-6.253058414E1
3.205903610E-1,8.219575892E-1,2.335274965E-1,-1.031921580E-1,-5.091188550E-1,6.943752244E1,2.934800403E1,3.907583943E0,-6.252436924E1
3.305723400E-1,8.220491801E-1,2.335644066E-1,-1.035151482E-1,-5.088884234E-1,6.941909247E1,2.937198637E1,3.871979207E0,-6.250390149E1
3.405457770E-1,8.221059933E-1,2.335527539E-1,-1.036857516E-1,-5.087672472E-1,6.940765834E1,2.938147220E1,3.851263746E0,-6.249323918E1
3.504961420E-1,8.221185189E-1,2.334987074E-1,-1.037072837E-1,-5.087674260E-1,6.940513724E1,2.937724572E1,3.845928240E0,-6.249402788E1
3.604598920E-1,8.221454565E-1,2.334998697E-1,-1.038211659E-1,-5.087001324E-1,6.939971507E1,2.938443232E1,3.833117598E0,-6.248866991E1
3.704093710E-1,8.221912175E-1,2.335138917E-1,-1.040172204E-1,-5.085796714E-1,6.939050318E1,2.939804689E1,3.811647906E0,-6.247882508E1
3.803716630E-1,8.222461519E-1,2.335139215E-1,-1.042330787E-1,-5.084466338E-1,6.937944321E1,2.941146435E1,3.787042164E0,-6.246797593E1
3.903514550E-1,8.222889782E-1,2.335293740E-1,-1.044226885E-1,-5.083313584E-1,6.937081991E1,2.942481426E1,3.766434941E0,-6.245862899E1
4.003155170E-1,8.223212911E-1,2.334731817E-1,-1.045436263E-1,-5.082800388E-1,6.936431292E1,2.942650487E1,3.749970544E0,-6.245570897E1
4.103196320E-1,8.223357322E-1,2.334841341E-1,-1.046185344E-1,-5.082362294E-1,6.936140466E1,2.943226528E1,3.742187896E0,-6.245223618E1
4.202877050E-1,8.223241785E-1,2.335102856E-1,-1.046060994E-1,-5.082454681E-1,6.936373143E1,2.943415323E1,3.745275030E0,-6.245301016E1
4.302281730E-1,8.223044003E-1,2.335506976E-1,-1.045859233E-1,-5.082630515E-1,6.936771435E1,2.943700021E1,3.750248130E0,-6.245460857E1
4.401934340E-1,8.222740946E-1,2.336305529E-1,-1.045641527E-1,-5.082798600E-1,6.937381691E1,2.944377716E1,3.757779829E0,-6.245597412E1
4.501722880E-1,8.222409234E-1,2.336897403E-1,-1.045336649E-1,-5.083125830E-1,6.938049592E1,2.944786298E1,3.765389931E0,-6.245919604E1
4.601389550E-1,8.222098051E-1,2.337817550E-1,-1.045208052E-1,-5.083232522E-1,6.938676110E1,2.945643613E1,3.772635501E0,-6.246000377E1
4.701652050E-1,8.221571132E-1,2.338730097E-1,-1.044487581E-1,-5.083813071E-1,6.939736862E1,2.946121065E1,3.786956887E0,-6.246520506E1
4.801378610E-1,8.220861445E-1,2.339685857E-1,-1.043371484E-1,-5.084750056E-1,6.941165326E1,2.946392101E1,3.806443202E0,-6.247385244E1
4.900387460E-1,8.220265287E-1,2.341241986E-1,-1.042663306E-1,-5.085142851E-1,6.942365081E1,2.947540641E1,3.823986599E0,-6.247650292E1
5.000041110E-1,8.219794998E-1,2.342458665E-1,-1.041864604E-1,-5.085506439E-1,6.943311397E1,2.948290215E1,3.840173556E0,-6.247857080E1
5.099666630E-1,8.219289415E-1,2.343289852E-1,-1.040885001E-1,-5.086141229E-1,6.944328607E1,2.948527655E1,3.856589011E0,-6.248371511E1
5.199317150E-1,8.218801690E-1,2.343690544E-1,-1.039504781E-1,-5.087026954E-1,6.945309764E1,2.948076689E1,3.874925576E0,-6.249101993E1
5.298996840E-1,8.218230774E-1,2.344169915E-1,-1.038018242E-1,-5.088031888E-1,6.946458122E1,2.947637463E1,3.895145316E0,-6.249954672E1
5.398650480E-1,8.217888928E-1,2.345108241E-1,-1.037313566E-1,-5.088295341E-1,6.947145642E1,2.948163219E1,3.908397433E0,-6.250065408E1
5.498433300E-1,8.217918628E-1,2.345835865E-1,-1.037654951E-1,-5.087842345E-1,6.947085912E1,2.949127721E1,3.908171649E0,-6.249561014E1
5.598099960E-1,8.217922761E-1,2.346688807E-1,-1.037844494E-1,-5.087403655E-1,6.947077600E1,2.950128923E1,3.910179646E0,-6.249026762E1
5.697788500E-1,8.217874746E-1,2.347244471E-1,-1.037780344E-1,-5.087237954E-1,6.947174163E1,2.950664329E1,3.913642595E0,-6.248778851E1
5.797457250E-1,8.217862007E-1,2.347817868E-1,-1.037776247E-1,-5.086994767E-1,6.947199784E1,2.951256876E1,3.916391119E0,-6.248447520E1
5.896921840E-1,8.217880871E-1,2.348555028E-1,-1.037939712E-1,-5.086590648E-1,6.947161845E1,2.952123105E1,3.918042707E0,-6.247953104E1
5.996569750E-1,8.217885024E-1,2.348721027E-1,-1.038056985E-1,-5.086483359E-1,6.947153493E1,2.952366824E1,3.917611223E0,-6.247844815E1
6.096409860E-1,8.217919236E-1,2.350195050E-1,-1.038550064E-1,-5.085646510E-1,6.947084689E1,2.954199336E1,3.919268922E0,-6.246868956E1
6.196077050E-1,8.217858505E-1,2.350453585E-1,-1.038430929E-1,-5.085649490E-1,6.947206825E1,2.954391959E1,3.921984138E0,-6.246831132E1
6.295734340E-1,8.217692020E-1,2.350456268E-1,-1.037917733E-1,-5.086022019E-1,6.947541636E1,2.954073256E1,3.928048135E0,-6.247162235E1
6.395399960E-1,8.217700412E-1,2.351459265E-1,-1.038207933E-1,-5.085485578E-1,6.947524760E1,2.955291919E1,3.929709443E0,-6.246527558E1
6.494988500E-1,8.217833096E-1,2.352026105E-1,-1.038766727E-1,-5.084894896E-1,6.947257926E1,2.956227956E1,3.925991992E0,-6.245913019E1
6.594646840E-1,8.217884735E-1,2.351665199E-1,-1.038831025E-1,-5.084965229E-1,6.947154075E1,2.955895109E1,3.923405545E0,-6.246032234E1
6.694477570E-1,8.217706148E-1,2.351636440E-1,-1.038272157E-1,-5.085381269E-1,6.947513225E1,2.955515320E1,3.929849569E0,-6.246406908E1
6.794152570E-1,8.218566073E-1,2.351888865E-1,-1.038141698E-1,-5.083901286E-1,6.945783711E1,2.955756774E1,3.927531986E0,-6.244430391E1
6.893840070E-1,8.218380429E-1,2.344073504E-1,-1.036489010E-1,-5.088146329E-1,6.946157117E1,2.946622322E1,3.909146694E0,-6.249644955E1
6.993516630E-1,8.218214157E-1,2.348967642E-1,-1.038061976E-1,-5.085836649E-1,6.946491543E1,2.952648250E1,3.916867636E0,-6.246996749E1
7.093029130E-1,8.218172757E-1,2.349113524E-1,-1.039186195E-1,-5.085606575E-1,6.946574809E1,2.953476864E1,3.906536540E0,-6.247032934E1
7.192689020E-1,8.217979303E-1,2.353931218E-1,-1.040990949E-1,-5.083321929E-1,6.946963885E1,2.959563006E1,3.911696687E0,-6.244491347E1
7.292417150E-1,8.218118429E-1,2.357920259E-1,-1.042084917E-1,-5.081023574E-1,6.946684076E1,2.964381526E1,3.918270156E0,-6.241736169E1
7.392083820E-1,8.218333406E-1,2.357140183E-1,-1.041194871E-1,-5.081220269E-1,6.946251697E1,2.963046838E1,3.922394479E0,-6.241740149E1
7.491841630E-1,8.218647416E-1,2.358169556E-1,-1.041219383E-1,-5.080229640E-1,6.945620091E1,2.964153384E1,3.925112075E0,-6.240432470E1
7.591517670E-1,8.219162861E-1,2.359436750E-1,-1.041566730E-1,-5.078735948E-1,6.944583206E1,2.965716026E1,3.924562789E0,-6.238561369E1
7.691688500E-1,9.999999927E-1,1.850266548E-5,8.323778016E-6,1.190514263E-4,1.383897735E-2,2.120362824E-3,9.535822742E-4,1.364230622E-2
7.791414020E-1,9.999999192E-1,2.027019395E-4,2.842663339E-5,3.459576824E-4,4.606279598E-2,2.322905701E-2,3.249416095E-3,3.964449050E-2
7.890455170E-1,9.999997851E-1,3.026811842E-4,-1.914623790E-5,5.811708394E-4,7.512017150E-2,3.468342839E-2,-2.214154521E-3,6.659660920E-2
7.990111420E-1,9.999996637E-1,3.919221348E-4,1.375055540E-5,7.203204502E-4,9.398280622E-2,4.491209296E-2,1.543346762E-3,8.254326176E-2
8.089893710E-1,9.999994134E-1,5.678198887E-4,4.683698535E-5,9.211637208E-4,1.241167931E-1,6.507228640E-2,5.307182333E-3,1.055606327E-1
8.189562460E-1,9.999990029E-1,7.511825801E-4,4.306639994E-6,1.195825410E-3,1.618255794E-1,8.607971966E-2,3.905684248E-4,1.370318628E-1
8.289132770E-1,9.999986800E-1,8.140629150E-4,-1.066944881E-4,1.402125160E-3,1.861906358E-1,9.326751601E-2,-1.235706857E-2,1.606617573E-1
8.388791630E-1,9.999979452E-1,1.074599703E-3,-2.060742057E-4,1.706549865E-3,2.323002722E-1,1.230996085E-1,-2.382446132E-2,1.955308282E-1
8.488517150E-1,9.999974280E-1,1.216469098E-3,-2.873783708E-4,1.892526774E-3,2.598993603E-1,1.393345696E-1,-3.319486542E-2,2.168275300E-1
8.588182250E-1,9.999971989E-1,1.264681271E-3,-3.418751963E-4,1.971248027E-3,2.712246067E-1,1.448443556E-1,-3.946158193E-2,2.258388451E-1
8.687955170E-1,9.999969148E-1,1.416988034E-3,-2.930609249E-4,2.019052575E-3,2.846470422E-1,1.623068080E-1,-3.391005004E-2,2.313187517E-1
8.787631730E-1,9.999969725E-1,1.435782109E-3,-2.531499717E-4,1.982260952E-3,2.819726875E-1,1.644707565E-1,-2.933490182E-2,2.271086593E-1
8.887161940E-1,9.999970197E-1,1.492779081E-3,-1.853173838E-4,1.922961236E-3,2.797659376E-1,1.710188028E-1,-2.156468666E-2,2.203233274E-1
8.986823400E-1,9.999968642E-1,1.630039227E-3,-1.100853350E-4,1.898015654E-3,2.869740368E-1,1.867645429E-1,-1.296933866E-2,2.174758558E-1
9.086641630E-1,9.999970566E-1,1.654130683E-3,-5.618922517E-5,1.774094576E-3,2.780287053E-1,1.895377799E-1,-6.775070564E-3,2.032854423E-1
9.186318710E-1,9.999974693E-1,1.675160630E-3,1.041076308E-4,1.498103922E-3,2.578010960E-1,1.919770178E-1,1.164225067E-2,1.716898745E-1
9.285974960E-1,9.999976594E-1,1.756524113E-3,2.748456396E-4,1.233015885E-3,2.479326169E-1,2.013216434E-1,3.124673323E-2,1.413483679E-1
9.385649440E-1,9.999980319E-1,1.715527901E-3,3.874106854E-4,9.181543619E-4,2.273461765E-1,1.966258348E-1,4.421341605E-2,1.052887824E-1
9.485166630E-1,9.999982839E-1,1.684882001E-3,5.319225477E-4,5.572014834E-4,2.122960216E-1,1.931073620E-1,6.084616015E-2,6.395322646E-2
9.584825480E-1,9.999983083E-1,1.686122670E-3,7.017699364E-4,2.190957785E-4,2.107829880E-1,1.932332741E-1,8.037446872E-2,2.524210279E-2
9.684712980E-1,9.999982758E-1,1.661434234E-3,8.251202647E-4,-8.522448629E-5,2.127966899E-1,1.903785623E-1,9.456792300E-2,-9.608911419E-3
9.784394750E-1,9.999977343E-1,1.825041031E-3,1.039857699E-3,-3.453899591E-4,2.439314871E-1,2.090935838E-1,1.192309638E-1,-3.936130263E-2
9.884021840E-1,9.999970438E-1,1.974067047E-3,1.288289191E-3,-5.964301869E-4,2.786335729E-1,2.261240416E-1,1.477617136E-1,-6.805447951E-2
9.983698400E-1,9.999964102E-1,1.995465674E-3,1.529803304E-3,-9.259440266E-4,3.070448894E-1,2.285020592E-1,1.755139205E-1,-1.057557347E-1
1.008324892E0,9.999953256E-1,2.044674374E-3,1.856854547E-3,-1.311517783E-3,3.503712602E-1,2.340245335E-1,2.130866459E-1,-1.498543067E-1
1.018291246E0,9.999937184E-1,2.180491553E-3,2.245117197E-3,-1.663740159E-3,4.061649044E-1,2.494396348E-1,2.576864445E-1,-1.900906740E-1
1.028265309E0,9.999919693E-1,2.285940574E-3,2.618592615E-3,-1.994685924E-3,4.592450203E-1,2.613533510E-1,3.005900863E-1,-2.278901322E-1
1.038232444E0,9.999896438E-1,2.437113085E-3,3.063170330E-3,-2.321590067E-3,5.215169505E-1,2.784611274E-1,3.516603929E-1,-2.651823521E-1
1.048202132E0,9.999869585E-1,2.659014145E-3,3.528333793E-3,-2.561917213E-3,5.852380873E-1,3.036697868E-1,4.050959898E-1,-2.925037549E-1
1.058169475E0,9.999846086E-1,2.815967525E-3,3.924202805E-3,-2.730113038E-3,6.357805081E-1,3.214650896E-1,4.505592093E-1,-3.115879782E-1
1.068133798E0,9.999824619E-1,3.014721222E-3,4.280204727E-3,-2.768971041E-3,6.786714207E-1,3.441121602E-1,4.914293292E-1,-3.158297137E-1
1.078100830E0,9.999804630E-1,3.274378106E-3,4.602547659E-3,-2.677434459E-3,7.163041374E-1,3.738151968E-1,5.284149149E-1,-3.050928614E-1
1.088068382E0,9.999784890E-1,3.488695630E-3,4.922460973E-3,-2.572912687E-3,7.516203170E-1,3.983377452E-1,5.650980913E-1,-2.928753767E-1
1.098035413E0,9.999761948E-1,3.649598760E-3,5.288537327E-3,-2.514304590E-3,7.906874149E-1,4.167065962E-1,6.070701846E-1,-2.859167232E-1
1.108012288E0,9.999732426E-1,3.868252176E-3,5.707964723E-3,-2.443347305E-3,8.382835583E-1,4.416922818E-1,6.551644125E-1,-2.774685454E-1
1.117980361E0,9.999705658E-1,4.067590927E-3,6.085728077E-3,-2.299143882E-3,8.792137708E-1,4.645341082E-1,6.984414970E-1,-2.606383625E-1
1.127938277E0,9.999673744E-1,4.338446676E-3,6.480559550E-3,-2.104824119E-3,9.256521116E-1,4.956179958E-1,7.436604855E-1,-2.379861319E-1
1.137905257E0,9.999630327E-1,4.670819539E-3,6.959849252E-3,-1.917584118E-3,9.853208876E-1,5.337469164E-1,7.985627084E-1,-2.160271588E-1
1.147882392E0,9.999568377E-1,4.956548303E-3,7.622049131E-3,-1.913043619E-3,1.064685856E0,5.663583767E-1,8.745053154E-1,-2.149055635E-1
1.157850413E0,9.999500194E-1,5.272515838E-3,8.289305030E-3,-1.856518929E-3,1.145697814E0,6.024862253E-1,9.510022591E-1,-2.077515571E-1
1.167820934E0,9.999425012E-1,5.760533131E-3,8.904035699E-3,-1.590174218E-3,1.228850386E0,6.585671535E-1,1.021372446E0,-1.763607353E-1
1.177789215E0,9.999346089E-1,6.810059074E-3,9.169568366E-3,-5.657225134E-4,1.310476764E0,7.798851499E-1,1.051186871E0,-5.767679762E-2
1.187739736E0,9.999249700E-1,7.608337612E-3,9.600331900E-3,3.348433754E-5,1.403743329E0,8.720170722E-1,1.100072851E0,1.220904647E-2
1.197706194E0,9.999250386E-1,7.414458809E-3,9.742845226E-3,1.415554620E-4,1.403102225E0,8.499212182E-1,1.116314487E0,2.450235269E-2
1.207686038E0,9.999115903E-1,8.742103961E-3,9.969172737E-3,1.001377930E-3,1.523774621E0,1.003076957E0,1.141354381E0,1.247509943E-1
1.217653850E0,9.999115448E-1,8.834659559E-3,9.833934957E-3,1.464645318E-3,1.524167266E0,1.014186925E0,1.125375844E0,1.778113812E-1
1.227620152E0,9.999074675E-1,9.488536766E-3,9.508780076E-3,2.146452202E-3,1.558899719E0,1.089806351E0,1.087256508E0,2.563285052E-1
1.237587809E0,9.998944995E-1,1.034046066E-2,9.905312196E-3,2.439149396E-3,1.664556792E0,1.187890061E0,1.132128866E0,2.912716542E-1
1.247545361E0,9.998921778E-1,1.055806881E-2,9.914881535E-3,2.419719779E-3,1.682773192E0,1.212812054E0,1.133185569E0,2.893030482E-1
1.257512027E0,9.998779853E-1,1.137467918E-2,1.047259704E-2,2.226193219E-3,1.790103554E0,1.306353055E0,1.197110177E0,2.687819008E-1
1.267490725E0,9.998638240E-1,1.220589849E-2,1.091301343E-2,2.062911767E-3,1.891136236E0,1.401554203E0,1.247582131E0,2.516845112E-1
1.277458538E0,9.998511754E-1,1.280171128E-2,1.146833600E-2,1.490143741E-3,1.977016930E0,1.469254151E0,1.311907558E0,1.876056757E-1
1.287428902E0,9.998424006E-1,1.319465186E-2,1.184835701E-2,8.316179385E-4,2.034466901E0,1.513486574E0,1.356377010E0,1.132278425E-1
1.297397027E0,9.998279831E-1,1.391094675E-2,1.226317866E-2,3.227799054E-4,2.125491581E0,1.594941640E0,1.404641194E0,5.654694313E-2
1.307343173E0,9.998262847E-1,1.362410950E-2,1.268605595E-2,-9.209364820E-4,2.135959413E0,1.560293860E0,1.455056567E0,-8.573532067E-2
1.317309007E0,9.998178579E-1,1.376561837E-2,1.308403747E-2,-1.888594199E-3,2.187154272E0,1.575044356E0,1.502198372E0,-1.958061402E-1
1.327290361E0,9.997904017E-1,1.481704150E-2,1.391249907E-2,-2.459733868E-3,2.346221849E0,1.694536766E0,1.598304491E0,-2.582848811E-1
1.337257757E0,9.997722483E-1,1.533317561E-2,1.451496348E-2,-3.108232118E-3,2.445719749E0,1.752498684E0,1.668610661E0,-3.307345712E-1
1.347224684E0,9.997578255E-1,1.563436332E-2,1.500797158E-2,-3.823326269E-3,2.521973951E0,1.785656423E0,1.726481372E0,-4.113172956E-1
1.357192027E0,9.997402653E-1,1.615554003E-2,1.548201934E-2,-4.325221508E-3,2.611812605E0,1.844344513E0,1.781942421E0,-4.670745009E-1
1.367154423E0,9.997339849E-1,1.599894832E-2,1.578635367E-2,-5.175332413E-3,2.643202118E0,1.824721715E0,1.818295021E0,-5.642430493E-1
1.377121246E0,9.997195124E-1,1.620467419E-2,1.620818487E-2,-5.966561210E-3,2.714154899E0,1.846617279E0,1.868210661E0,-6.537901898E-1
1.387100777E0,9.997046761E-1,1.644345611E-2,1.663316021E-2,-6.596312359E-3,2.785015519E0,1.872534590E0,1.918244511E0,-7.247423904E-1
1.397068902E0,9.996975740E-1,1.635398897E-2,1.685270493E-2,-7.300272697E-3,2.818306074E0,1.860762763E0,1.944647955E0,-8.052044015E-1
1.407038330E0,9.996855368E-1,1.640563322E-2,1.719144722E-2,-8.008546269E-3,2.873848754E0,1.865027209E0,1.984827851E0,-8.856708273E-1
1.417006559E0,9.996738177E-1,1.638277071E-2,1.755042691E-2,-8.708929876E-3,2.926911551E0,1.860691500E0,2.027247254E0,-9.653462739E-1
1.426970517E0,9.996682497E-1,1.594673059E-2,1.781103916E-2,-9.584316055E-3,2.951788688E0,1.808660049E0,2.058274322E0,-1.066119495E0
1.436938330E0,9.996557289E-1,1.592737252E-2,1.813420207E-2,-1.029044140E-2,3.006978797E0,1.804636501E0,2.096560443E0,-1.146538226E0
1.446907288E0,9.996403167E-1,1.605176078E-2,1.853300924E-2,-1.086764685E-2,3.073553477E0,1.817230715E0,2.143452399E0,-1.211741220E0
1.456875152E0,9.996312486E-1,1.575593278E-2,1.882300891E-2,-1.161084283E-2,3.112058778E0,1.781360259E0,2.177650144E0,-1.297076509E0
1.466843434E0,9.996127216E-1,1.503032479E-2,1.942932487E-2,-1.307659790E-2,3.189284482E0,1.694118320E0,2.248674065E0,-1.465711765E0
1.476811350E0,9.996050128E-1,1.475706287E-2,1.962108931E-2,-1.367700300E-2,3.220871912E0,1.661152890E0,2.271246197E0,-1.534859293E0
1.486766975E0,9.995909188E-1,1.460496515E-2,1.989505140E-2,-1.445257896E-2,3.277835916E0,1.641523054E0,2.303680884E0,-1.623698981E0
1.496733642E0,9.995698461E-1,1.468345875E-2,2.033098815E-2,-1.520426604E-2,3.361205935E0,1.648073380E0,2.355003220E0,-1.709018790E0
1.506709788E0,9.995510268E-1,1.495514326E-2,2.066956089E-2,-1.571170726E-2,3.433950891E0,1.677454534E0,2.395116964E0,-1.766020754E0
1.516677444E0,9.995389389E-1,1.463202120E-2,2.084145984E-2,-1.653623609E-2,3.479874236E0,1.638118909E0,2.415596199E0,-1.861075115E0
1.526649267E0,9.995164170E-1,1.442010257E-2,2.118111127E-2,-1.761684975E-2,3.563860200E0,1.610554892E0,2.455865222E0,-1.984985762E0
1.536617288E0,9.995003525E-1,1.438226219E-2,2.129129306E-2,-1.840860686E-2,3.622576681E0,1.604048258E0,2.469687085E0,-2.075708689E0
1.546572444E0,9.994848923E-1,1.404100627E-2,2.130706494E-2,-1.946302278E-2,3.678199700E0,1.562278633E0,2.472434979E0,-2.197450423E0
1.556539163E0,9.994585477E-1,1.411915080E-2,2.149361330E-2,-2.052524487E-2,3.771093854E0,1.568189044E0,2.495650657E0,-2.318802673E0
1.566501559E0,9.994220244E-1,1.334300122E-2,2.202964871E-2,-2.218729598E-2,3.896218551E0,1.473732233E0,2.557726434E0,-2.510627844E0
1.576467861E0,9.994045996E-1,1.293851161E-2,2.222083317E-2,-2.300599637E-2,3.954519781E0,1.424771497E0,2.579785129E0,-2.605315013E0
1.586446142E0,9.993948380E-1,1.392507429E-2,2.265254674E-2,-2.242570432E-2,3.986808313E0,1.538323993E0,2.630928832E0,-2.535594065E0
1.596413590E0,9.994173065E-1,1.452993809E-2,2.267567111E-2,-2.097003272E-2,3.912089634E0,1.611461865E0,2.632768081E0,-2.367004337E0
1.606371038E0,9.994285683E-1,1.411305603E-2,2.297523766E-2,-2.038374357E-2,3.874096903E0,1.564533829E0,2.665190241E0,-2.300419469E0
1.616337496E0,9.994042250E-1,1.371634223E-2,2.359437961E-2,-2.112728502E-2,3.955763436E0,1.515623105E0,2.736353407E0,-2.385890161E0
1.626295517E0,9.993647307E-1,1.381387042E-2,2.445144313E-2,-2.194171922E-2,4.084788459E0,1.522511913E0,2.836039662E0,-2.477839222E0
1.636261142E0,9.993462376E-1,1.348639189E-2,2.457681666E-2,-2.282968730E-2,4.143823452E0,1.482120630E0,2.850912411E0,-2.580462430E0
1.646251975E0,9.993251059E-1,1.395986801E-2,2.461522839E-2,-2.342104367E-2,4.210269173E0,1.534631072E0,2.857444329E0,-2.646897241E0
1.656220152E0,9.993323111E-1,1.389225367E-2,2.425007628E-2,-2.353446405E-2,4.187731784E0,1.527497960E0,2.815597060E0,-2.660612551E0
1.666174267E0,9.993360149E-1,1.337089714E-2,2.379573270E-2,-2.413527648E-2,4.176099440E0,1.467228659E0,2.763030240E0,-2.731612073E0
1.676140986E0,9.992965991E-1,1.434104389E-2,2.426435968E-2,-2.473625632E-2,4.298278507E0,1.575534384E0,2.820324444E0,-2.797194982E0
1.686091871E0,9.992467041E-1,1.550226512E-2,2.512206544E-2,-2.519099010E-2,4.448132331E0,1.705040380E0,2.922625335E0,-2.844740013E0
1.696056975E0,9.992206353E-1,1.572771591E-2,2.543629868E-2,-2.576345424E-2,4.524454143E0,1.728331981E0,2.960262824E0,-2.909261009E0
1.706046298E0,9.992164807E-1,1.596103682E-2,2.515322528E-2,-2.605734370E-2,4.536499028E0,1.755027561E0,2.929023411E0,-2.942743153E0
1.716013798E0,9.992083980E-1,1.606396944E-2,2.488867843E-2,-2.655334099E-2,4.559841194E0,1.766148095E0,2.899891977E0,-2.999774983E0
1.725977392E0,9.991820296E-1,1.608486130E-2,2.481638267E-2,-2.758071962E-2,4.635173825E0,1.765779384E0,2.893488106E0,-3.117702261E0
1.735944527E0,9.991451154E-1,1.696034294E-2,2.502280991E-2,-2.820007211E-2,4.738624655E0,1.863739429E0,2.921023863E0,-3.185874164E0
1.745929215E0,9.991340332E-1,1.747813655E-2,2.485810532E-2,-2.842134766E-2,4.769244495E0,1.922983861E0,2.904229405E0,-3.210039051E0
1.755898121E0,9.991385287E-1,1.723160369E-2,2.433145217E-2,-2.886611789E-2,4.756847389E0,1.895090496E0,2.843943682E0,-3.262698357E0
1.765847184E0,9.991330732E-1,1.746708796E-2,2.385449783E-2,-2.930811980E-2,4.771887870E0,1.922371582E0,2.790920457E0,-3.313579866E0
1.775814059E0,9.991132279E-1,1.828927547E-2,2.365708873E-2,-2.964122877E-2,4.826204733E0,2.016358152E0,2.771701630E0,-3.349866912E0
