"Time (s)","w","x","y","z","Direct (°)","Yaw (°)","Pitch (°)","Roll (°)"
1.255874071E1,7.182112535E-1,-1.303616851E-2,1.730232451E-2,6.954878024E-1,8.818600999E1,3.063395071E-1,2.463700780E0,8.816482933E1
1.256372530E1,7.177851319E-1,-1.285883056E-2,1.736003775E-2,6.959294389E-1,8.825616342E1,3.270577306E-1,2.454111564E0,8.823558812E1
1.256870988E1,7.176394740E-1,-1.254768583E-2,1.755699613E-2,6.960803781E-1,8.828013328E1,3.689068782E-1,2.445414784E0,8.826049865E1
1.257369452E1,7.173975224E-1,-1.167604440E-2,1.864976468E-2,6.963164878E-1,8.831993809E1,5.287380867E-1,2.465569989E0,8.830273734E1
1.257867837E1,7.173893843E-1,-1.060607958E-2,2.033441034E-2,6.962948328E-1,8.832127668E1,7.513284640E-1,2.518691172E0,8.830674456E1
1.258366290E1,7.172120265E-1,-9.553804957E-3,2.220456753E-2,6.964356331E-1,8.835044541E1,9.879132861E-1,2.588242203E0,8.833828602E1
1.258864748E1,7.171470480E-1,-8.886653375E-3,2.391443303E-2,6.964547644E-1,8.836113002E1,1.179632000E0,2.675460929E0,8.835027794E1
1.259363207E1,7.168589387E-1,-9.213899638E-3,2.425227793E-2,6.967353824E-1,8.840849240E1,1.180839452E0,2.728896519E0,8.839694190E1
1.259861587E1,7.167735597E-1,-1.062554220E-2,2.321307564E-2,6.968385144E-1,8.842252401E1,9.820485351E-1,2.756165454E0,8.840773906E1
1.260360040E1,7.165696977E-1,-1.243421083E-2,2.132527083E-2,6.970785405E-1,8.845602058E1,6.832400664E-1,2.745365189E0,8.843650219E1
1.260858493E1,7.166747195E-1,-1.376075184E-2,1.951818073E-2,6.969985859E-1,8.843876569E1,4.293017614E-1,2.703004024E0,8.841529507E1
1.261356946E1,7.167395671E-1,-1.356313541E-2,1.965961159E-2,6.969318001E-1,8.842811003E1,4.566054880E-1,2.698873061E0,8.840525253E1
1.261854827E1,7.170717778E-1,-1.236050055E-2,2.157693394E-2,6.965556112E-1,8.837350566E1,7.074298057E-1,2.760660417E0,8.835408029E1
1.262353243E1,7.171852445E-1,-1.129718449E-2,2.355050146E-2,6.963929010E-1,8.835484938E1,9.521185249E-1,2.838143997E0,8.833817942E1
1.262851670E1,7.173706538E-1,-1.148845789E-2,2.438801367E-2,6.961699399E-1,8.832435750E1,1.002509301E0,2.922568636E0,8.830702404E1
1.263350092E1,7.173366206E-1,-1.329700773E-2,2.305120537E-2,6.962183596E-1,8.832995512E1,7.470345367E-1,2.956983409E0,8.830743120E1
1.263849545E1,7.175269237E-1,-1.548658854E-2,2.061428070E-2,6.960533965E-1,8.829865134E1,3.713751402E-1,2.931475955E0,8.826889002E1
1.264348014E1,7.176867264E-1,-1.711979578E-2,1.845425551E-2,6.959109970E-1,8.827235786E1,6.377871366E-2,2.884138470E0,8.823652249E1
1.264846488E1,7.182058112E-1,-1.698045849E-2,1.846763560E-2,6.953783310E-1,8.818690625E1,7.418017551E-2,2.874176795E0,8.815152244E1
1.265344967E1,7.186458469E-1,-1.557403418E-2,2.064155031E-2,6.948953321E-1,8.811441613E1,3.616142979E-1,2.941285736E0,8.808408172E1
1.265843035E1,7.192749488E-1,-1.423641498E-2,2.300532660E-2,6.941985505E-1,8.801069746E1,6.575855402E-1,3.030073284E0,8.798463961E1
1.266341488E1,7.195943649E-1,-1.414862288E-2,2.436098704E-2,6.938229665E-1,8.795799880E1,7.713411446E-1,3.135261821E0,8.793194792E1
1.266839941E1,7.200476888E-1,-1.628644278E-2,2.325264882E-2,6.933436320E-1,8.788316430E1,5.044369086E-1,3.214273526E0,8.784936313E1
1.267338399E1,7.202319824E-1,-1.967762003E-2,2.033538854E-2,6.931559383E-1,8.785272669E1,-8.821170851E-3,3.243051773E0,8.780480678E1
1.267836665E1,7.205095062E-1,-2.266791871E-2,1.703045987E-2,6.928651964E-1,8.780687550E1,-5.202241672E-1,3.207536742E0,8.774441467E1
1.268335102E1,7.209619140E-1,-2.392304687E-2,1.562718099E-2,6.923852956E-1,8.773208991E1,-7.377098869E-1,3.190797248E0,8.766282957E1
1.268833550E1,7.215870506E-1,-2.264074980E-2,1.773745107E-2,6.917260352E-1,8.762866762E1,-4.668994218E-1,3.263075077E0,8.756592726E1
1.269331993E1,7.222533871E-1,-2.062790512E-2,2.134140221E-2,6.909913740E-1,8.751832200E1,-1.743138327E-2,3.401655066E0,8.746504621E1
1.269830175E1,7.227455952E-1,-1.936907738E-2,2.475484657E-2,6.903990448E-1,8.743674082E1,3.549918964E-1,3.584911768E0,8.738859328E1
1.270328602E1,7.230837893E-1,-2.084267968E-2,2.403963379E-2,6.900271823E-1,8.738065151E1,1.741871782E-1,3.642417708E0,8.732541122E1
1.270827035E1,7.233958985E-1,-2.393102607E-2,2.140973852E-2,6.896863803E-1,8.732886287E1,-2.923046353E-1,3.668590357E0,8.725753981E1
1.271325467E1,7.236815569E-1,-2.678480935E-2,1.890411800E-2,6.893549250E-1,8.728144174E1,-7.294171457E-1,3.686065109E0,8.719332446E1
1.271824071E1,7.240207728E-1,-2.879378174E-2,1.643388594E-2,6.889809621E-1,8.722510296E1,-1.093717573E0,3.639220708E0,8.712417786E1
1.272322509E1,7.244985511E-1,-2.859532057E-2,1.706100393E-2,6.884715530E-1,8.714570166E1,-1.030203535E0,3.674919361E0,8.704580088E1
1.272820946E1,7.248626160E-1,-2.723841202E-2,1.942713847E-2,6.880805499E-1,8.708515940E1,-7.323122400E-1,3.764086455E0,8.699353552E1
1.273319389E1,7.252378918E-1,-2.628812376E-2,2.064888413E-2,6.876863809E-1,8.702271756E1,-5.587404167E-1,3.790397676E0,8.693671025E1
1.273817613E1,7.255132767E-1,-2.685459707E-2,2.086901015E-2,6.873672966E-1,8.697687368E1,-5.901951974E-1,3.853147510E0,8.688707192E1
1.274316040E1,7.256228854E-1,-2.897199134E-2,1.923006432E-2,6.872133995E-1,8.695862151E1,-8.967786613E-1,3.883468727E0,8.685506762E1
1.274814467E1,7.256230496E-1,-3.109295483E-2,1.725518513E-2,6.871729598E-1,8.695859417E1,-1.229562974E0,3.886142842E0,8.684037596E1
1.275312899E1,7.255965237E-1,-3.240031231E-2,1.611619404E-2,6.871682275E-1,8.696301158E1,-1.428393817E0,3.894334581E0,8.683522475E1
1.275811993E1,7.256153880E-1,-3.224286680E-2,1.670770276E-2,6.871415858E-1,8.695987009E1,-1.368750342E0,3.931142535E0,8.683310709E1
1.276310452E1,7.256244505E-1,-3.109791407E-2,1.902723139E-2,6.871244728E-1,8.695836087E1,-1.090393567E0,4.034062975E0,8.683954125E1
1.276808915E1,7.256657645E-1,-2.982936726E-2,2.148313455E-2,6.870646854E-1,8.695148040E1,-7.911480353E-1,4.138551698E0,8.684112319E1
1.277307379E1,7.253704760E-1,-2.996341122E-2,2.226751734E-2,6.873456367E-1,8.700064841E1,-7.387380445E-1,4.214744244E0,8.688920029E1
1.277805139E1,7.250156938E-1,-3.168510007E-2,2.115566686E-2,6.876777850E-1,8.705969323E1,-9.680276359E-1,4.258398042E0,8.693602514E1
1.278303561E1,7.245116812E-1,-3.422033579E-2,1.931311545E-2,6.881415523E-1,8.714351877E1,-1.321980904E0,4.305935306E0,8.700067983E1
1.278801988E1,7.239929101E-1,-3.589939514E-2,1.755918080E-2,6.886488036E-1,8.722973164E1,-1.597374653E0,4.293729630E0,8.707364726E1
1.279300415E1,7.236431657E-1,-3.646312962E-2,1.707264269E-2,6.889989360E-1,8.728781611E1,-1.680670590E0,4.298643464E0,8.712719089E1
1.279798873E1,7.233465998E-1,-3.558707028E-2,1.883024380E-2,6.893102922E-1,8.733704468E1,-1.466842683E0,4.376073344E0,8.718353838E1
1.280297300E1,7.230375148E-1,-3.446066833E-2,2.101787389E-2,6.896284968E-1,8.738832782E1,-1.197983570E0,4.469220704E0,8.724370963E1
1.280795728E1,7.226834903E-1,-3.405997292E-2,2.229597564E-2,6.899792609E-1,8.744703775E1,-1.061170152E0,4.544147531E0,8.730548689E1
1.281294155E1,7.222352320E-1,-3.513091104E-2,2.238878231E-2,6.903917954E-1,8.752132995E1,-1.140068333E0,4.637317368E0,8.737115135E1
1.281793603E1,7.216828600E-1,-3.680164262E-2,2.145319213E-2,6.909118968E-1,8.761280835E1,-1.349593025E0,4.693082883E0,8.744890750E1
1.282292077E1,7.211467264E-1,-3.805560195E-2,2.110482731E-2,6.914143160E-1,8.770152475E1,-1.477943371E0,4.764690987E0,8.752687461E1
1.282790561E1,7.206208625E-1,-3.852154676E-2,2.164623009E-2,6.919198680E-1,8.778847239E1,-1.470125580E0,4.847566630E0,8.760973732E1
1.283289040E1,7.201179746E-1,-3.806980402E-2,2.307385237E-2,6.924221183E-1,8.787155700E1,-1.315671488E0,4.930801887E0,8.769682638E1
1.283787629E1,7.196111595E-1,-3.748457382E-2,2.456758696E-2,6.929293755E-1,8.795522725E1,-1.144714902E0,5.008673345E0,8.778564481E1
1.284286108E1,7.190532691E-1,-3.750284883E-2,2.549337989E-2,6.934738785E-1,8.804725640E1,-1.068546456E0,5.087482517E0,8.787762094E1
1.284784592E1,7.183949086E-1,-3.772924760E-2,2.563532636E-2,6.941383790E-1,8.815576074E1,-1.071184736E0,5.118230412E0,8.798450825E1
1.285283082E1,7.177446553E-1,-3.820508443E-2,2.530752872E-2,6.947967403E-1,8.826282488E1,-1.131948802E0,5.130138791E0,8.808781651E1
1.285780675E1,7.170742869E-1,-3.813221701E-2,2.515560031E-2,6.954980926E-1,8.837309314E1,-1.133075168E0,5.112904945E0,8.819922754E1
1.286279108E1,7.164466503E-1,-3.822714498E-2,2.493433547E-2,6.961473706E-1,8.847623362E1,-1.153975436E0,5.103301761E0,8.830198030E1
1.286777550E1,7.157697907E-1,-3.714918952E-2,2.526841470E-2,6.968895549E-1,8.858735627E1,-1.033203336E0,5.045711783E0,8.842304664E1
1.287275988E1,7.152187994E-1,-3.561193800E-2,2.673687888E-2,6.974804644E-1,8.867773314E1,-7.847932149E-1,5.044112699E0,8.852665677E1
1.287774134E1,7.147246488E-1,-3.474996252E-2,2.800709494E-2,6.979804576E-1,8.875872465E1,-6.083897885E-1,5.079867937E0,8.861487073E1
1.288272550E1,7.141648720E-1,-3.453978461E-2,2.872542542E-2,6.985344578E-1,8.885040172E1,-5.294035805E-1,5.122408221E0,8.870850463E1
1.288770978E1,7.135445244E-1,-3.464623856E-2,2.876228232E-2,6.991613411E-1,8.895191141E1,-5.306511861E-1,5.134438094E0,8.880955651E1
1.289269399E1,7.129468291E-1,-3.472020930E-2,2.860508302E-2,6.997735885E-1,8.904962786E1,-5.449616202E-1,5.127961668E0,8.890709182E1
1.289767759E1,7.123732557E-1,-3.466501440E-2,2.884006968E-2,7.003505777E-1,8.914332106E1,-5.173244228E-1,5.143191117E0,8.900158234E1
1.290266175E1,7.117186995E-1,-3.417118261E-2,2.927188430E-2,7.010220965E-1,8.925014790E1,-4.372134215E-1,5.139226837E0,8.911276217E1
1.290764592E1,7.110214630E-1,-3.341017410E-2,2.962678715E-2,7.017510191E-1,8.936382949E1,-3.410884446E-1,5.107335076E0,8.923286230E1
1.291263014E1,7.102945968E-1,-3.291677348E-2,2.961763590E-2,7.025104038E-1,8.948222082E1,-2.961067826E-1,5.067151939E0,8.935553412E1
1.291761983E1,7.095456210E-1,-3.266892095E-2,2.904855358E-2,7.033021647E-1,8.960408436E1,-3.163532696E-1,5.001095705E0,8.947980121E1
1.292260425E1,7.088068150E-1,-3.252588579E-2,2.825790040E-2,7.040855465E-1,8.972416548E1,-3.632917923E-1,4.925525869E0,8.960146137E1
1.292758873E1,7.080938678E-1,-3.226707848E-2,2.764453041E-2,7.048387688E-1,8.983992390E1,-3.867831854E-1,4.855094967E0,8.971960829E1
1.293257321E1,7.073435943E-1,-3.189996279E-2,2.755751286E-2,7.056118023E-1,8.996161637E1,-3.587188950E-1,4.818709779E0,8.984445717E1
1.293757373E1,7.064777446E-1,-3.150665655E-2,2.771556221E-2,7.064901801E-1,9.010189445E1,-3.079553562E-1,4.800074709E0,8.998810113E1
1.294255899E1,7.055287347E-1,-3.116327630E-2,2.776823501E-2,7.074510441E-1,9.025544887E1,-2.693006580E-1,4.776870141E0,9.014466509E1
1.294754425E1,7.045033175E-1,-3.108252764E-2,2.746418202E-2,7.084875940E-1,9.042113644E1,-2.805333840E-1,4.746100683E0,9.031149265E1
1.295252957E1,7.034125600E-1,-3.112970249E-2,2.693736963E-2,7.095886768E-1,9.059712112E1,-3.199402561E-1,4.707831693E0,9.048771574E1
1.295749967E1,7.022735223E-1,-3.088193003E-2,2.632231957E-2,7.107498447E-1,9.078061038E1,-3.424894375E-1,4.638551541E0,9.067352244E1
1.296248410E1,7.011660679E-1,-3.058837368E-2,2.594960998E-2,7.118687480E-1,9.095873437E1,-3.419849780E-1,4.585104674E0,9.085423756E1
1.296746863E1,7.000492729E-1,-3.028685851E-2,2.560737394E-2,7.129922749E-1,9.113808538E1,-3.384681404E-1,4.533469775E0,9.103619463E1
1.297245316E1,6.989364713E-1,-2.996101647E-2,2.515613940E-2,7.141129569E-1,9.131652179E1,-3.421274954E-1,4.471096909E0,9.121733732E1
1.297743212E1,6.978920583E-1,-2.976385658E-2,2.465495209E-2,7.151593676E-1,9.148374550E1,-3.608609258E-1,4.415272328E0,9.138631354E1
1.298241629E1,6.969470295E-1,-2.968941397E-2,2.429245313E-2,7.160958410E-1,9.163485186E1,-3.788289257E-1,4.380635056E0,9.153830022E1
1.298740050E1,6.960574411E-1,-2.949883866E-2,2.405524980E-2,7.169764307E-1,9.177691680E1,-3.776181771E-1,4.346478147E0,9.168199485E1
1.299238478E1,6.952614660E-1,-2.927905803E-2,2.392733051E-2,7.177615993E-1,9.190388733E1,-3.657264143E-1,4.318590146E0,9.181074355E1
1.299736842E1,6.945629384E-1,-2.911161405E-2,2.390169841E-2,7.184452292E-1,9.201520145E1,-3.502401393E-1,4.303099344E0,9.192345355E1
1.300235259E1,6.939541838E-1,-2.909272543E-2,2.378707492E-2,7.190378148E-1,9.211212469E1,-3.545361194E-1,4.292708271E0,9.202074417E1
1.300733675E1,6.934564148E-1,-2.923672044E-2,2.362023979E-2,7.195175461E-1,9.219131861E1,-3.768295644E-1,4.291562610E0,9.209918725E1
1.301232097E1,6.930970993E-1,-2.947002327E-2,2.354975533E-2,7.198564702E-1,9.224845217E1,-3.991224975E-1,4.305411440E0,9.215494211E1
1.301731332E1,6.928583579E-1,-2.969930492E-2,2.378918254E-2,7.200689703E-1,9.228639851E1,-3.962022978E-1,4.343521689E0,9.219154356E1
1.302229790E1,6.927547399E-1,-2.995878659E-2,2.422884782E-2,7.201432527E-1,9.230286413E1,-3.799450752E-1,4.399971627E0,9.220644147E1
1.302728248E1,6.927594942E-1,-3.026210924E-2,2.465264371E-2,7.201116130E-1,9.230210869E1,-3.691544363E-1,4.458724257E0,9.220375807E1
1.303226712E1,6.928642712E-1,-3.065085228E-2,2.487362526E-2,7.199867566E-1,9.228545877E1,-3.825701394E-1,4.508357316E0,9.218448349E1
1.303726920E1,6.930836266E-1,-3.111011571E-2,2.496172148E-2,7.197528462E-1,9.225059389E1,-4.133382266E-1,4.553176717E0,9.214638317E1
1.304225467E1,6.933966950E-1,-3.162561846E-2,2.511834235E-2,7.194233194E-1,9.220081636E1,-4.435757694E-1,4.608015280E0,9.209289189E1
1.304724014E1,6.938392353E-1,-3.212813237E-2,2.549754604E-2,7.189608987E-1,9.213041743E1,-4.553072985E-1,4.679397875E0,9.201878856E1
1.305222566E1,6.943889905E-1,-3.253722850E-2,2.615426460E-2,7.183879266E-1,9.204290474E1,-4.374897334E-1,4.765118790E0,9.192818434E1
1.305718004E1,6.950498679E-1,-3.304519392E-2,2.698931919E-2,7.176944147E-1,9.193761766E1,-4.137968440E-1,4.873181176E0,9.181899591E1
1.306216389E1,6.958060063E-1,-3.379272972E-2,2.777026966E-2,7.168966907E-1,9.181703931E1,-4.146555755E-1,4.996634844E0,9.169255433E1
1.306714785E1,6.966419761E-1,-3.475702825E-2,2.837838451E-2,7.160143668E-1,9.168358736E1,-4.479999711E-1,5.124040332E0,9.155130091E1
1.307213175E1,6.975391748E-1,-3.578206782E-2,2.899246216E-2,7.150651581E-1,9.154019286E1,-4.865331752E-1,5.256798486E0,9.139931328E1
1.307712050E1,6.984936978E-1,-3.674815310E-2,2.979535709E-2,7.140506733E-1,9.138744450E1,-5.056463658E-1,5.399741705E0,9.123815178E1
1.308210462E1,6.994826121E-1,-3.766044632E-2,3.081700441E-2,7.129909385E-1,9.122898276E1,-5.032021434E-1,5.555795072E0,9.107145770E1
1.308708879E1,7.005026474E-1,-3.861758721E-2,3.183900810E-2,7.118925485E-1,9.106530921E1,-5.050896817E-1,5.715547766E0,9.089886067E1
1.309207295E1,7.015307695E-1,-3.964703371E-2,3.284117321E-2,7.107771447E-1,9.090010552E1,-5.150390234E-1,5.879613173E0,9.072377015E1
1.309705738E1,7.025493970E-1,-4.081368449E-2,3.376026753E-2,7.096610686E-1,9.073619595E1,-5.433641349E-1,6.048154521E0,9.054835465E1
1.310204149E1,7.035307731E-1,-4.193588636E-2,3.469625559E-2,7.085774500E-1,9.057806135E1,-5.669250419E-1,6.214411769E0,9.037875711E1
1.310702566E1,7.044653153E-1,-4.291606522E-2,3.557916599E-2,7.075457256E-1,9.042727229E1,-5.833233682E-1,6.364820164E0,9.021755639E1
1.311200983E1,7.053495518E-1,-4.383123088E-2,3.644333940E-2,7.065640212E-1,9.028441854E1,-5.959214321E-1,6.508449013E0,9.006468362E1
1.311699280E1,7.061751771E-1,-4.477205167E-2,3.723495241E-2,7.056384633E-1,9.015087362E1,-6.163615726E-1,6.648302587E0,8.992063677E1
1.312197686E1,7.069206733E-1,-4.574859261E-2,3.793274524E-2,7.047916960E-1,9.003015610E1,-6.469360713E-1,6.783461347E0,8.978884493E1
1.312696097E1,7.075896836E-1,-4.672732647E-2,3.854993526E-2,7.040222291E-1,8.992171557E1,-6.837994443E-1,6.912257829E0,8.966910455E1
1.313194509E1,7.081420398E-1,-4.761375263E-2,3.905641056E-2,7.033792567E-1,8.983210610E1,-7.211515985E-1,7.024631262E0,8.956908067E1
1.313695212E1,7.085750458E-1,-4.850225137E-2,3.954752080E-2,7.028548425E-1,8.976180981E1,-7.589181592E-1,7.135994478E0,8.948826688E1
1.314193738E1,7.088422313E-1,-4.950325930E-2,4.013815770E-2,7.024820615E-1,8.971841201E1,-7.963741267E-1,7.264703967E0,8.943303775E1
1.314692264E1,7.089036440E-1,-5.026408737E-2,4.072490710E-2,7.023322768E-1,8.970843468E1,-8.123212829E-1,7.373923433E0,8.941406684E1
1.315190790E1,7.087960739E-1,-5.113895931E-2,4.141731274E-2,7.023371973E-1,8.972591034E1,-8.273753713E-1,7.501170357E0,8.942126991E1
1.315690425E1,7.084012301E-1,-5.189564598E-2,4.191155433E-2,7.026506676E-1,8.979003309E1,-8.455590963E-1,7.603064964E0,8.947681356E1
1.316189004E1,7.079127388E-1,-5.208852012E-2,4.253589657E-2,7.030910594E-1,8.986931443E1,-8.056533300E-1,7.670119221E0,8.955441198E1
1.316687587E1,7.073964112E-1,-5.232765913E-2,4.317473646E-2,7.035538896E-1,8.995305383E1,-7.679851398E-1,7.742080114E0,8.963596025E1
1.317186170E1,7.067047093E-1,-5.300658965E-2,4.366549101E-2,7.041676507E-1,9.006514003E1,-7.764360481E-1,7.837747620E0,8.974074954E1
1.317680613E1,7.058708551E-1,-5.374282965E-2,4.375539201E-2,7.049422032E-1,9.020011577E1,-8.203328592E-1,7.905665551E0,8.986788576E1
1.318178983E1,7.048609776E-1,-5.409187787E-2,4.381474053E-2,7.059216242E-1,9.036337252E1,-8.327832749E-1,7.939990496E0,9.002835490E1
1.318677358E1,7.037581982E-1,-5.408052854E-2,4.406773366E-2,7.070061738E-1,9.054138425E1,-7.988014846E-1,7.960859886E0,9.020823710E1
1.319175728E1,7.026430428E-1,-5.402446195E-2,4.438068449E-2,7.080991928E-1,9.072111558E1,-7.560880710E-1,7.982863331E0,9.039043115E1
1.319677259E1,7.015014787E-1,-5.390428104E-2,4.449510491E-2,7.092321126E-1,9.090481536E1,-7.239866475E-1,7.983508074E0,9.057741829E1
1.320175785E1,7.002845276E-1,-5.404935711E-2,4.440341299E-2,7.104284513E-1,9.110032770E1,-7.295404940E-1,7.989200633E0,9.077302596E1
1.320674321E1,6.989921395E-1,-5.410117173E-2,4.419251199E-2,7.117092623E-1,9.130760192E1,-7.364162632E-1,7.977779685E0,9.098163401E1
1.321172853E1,6.976827201E-1,-5.386504275E-2,4.404497190E-2,7.130199294E-1,9.151723458E1,-7.145731243E-1,7.947897290E0,9.119615244E1
1.321671519E1,6.964314005E-1,-5.351448107E-2,4.408891022E-2,7.142658278E-1,9.171721729E1,-6.685035862E-1,7.923855126E0,9.140232075E1
1.322170050E1,6.952154193E-1,-5.324741677E-2,4.415815354E-2,7.154650871E-1,9.191122835E1,-6.276189452E-1,7.908540738E0,9.160141152E1
1.322668592E1,6.939464189E-1,-5.321527774E-2,4.412723873E-2,7.167002782E-1,9.211336047E1,-6.134675446E-1,7.904520087E0,9.180582736E1
1.323167134E1,6.924437423E-1,-5.342231711E-2,4.399996762E-2,7.181446391E-1,9.235227018E1,-6.240155433E-1,7.912746851E0,9.204446690E1
1.323663009E1,6.907260460E-1,-5.280241765E-2,4.372423112E-2,7.198594486E-1,9.262478158E1,-5.779937375E-1,7.840946048E0,9.232675870E1
1.324161405E1,6.890600607E-1,-5.198872236E-2,4.371982506E-2,7.215136744E-1,9.288849898E1,-4.948806999E-1,7.774367055E0,9.260236055E1
1.324659811E1,6.875164708E-1,-5.114171793E-2,4.374810918E-2,7.230433804E-1,9.313232777E1,-4.080826508E-1,7.707184823E0,9.285804922E1
1.325158217E1,6.860021263E-1,-5.055922101E-2,4.372292405E-2,7.245227076E-1,9.337106050E1,-3.475038664E-1,7.657475320E0,9.310539232E1
1.325659108E1,6.843852250E-1,-5.037638522E-2,4.359481765E-2,7.260706408E-1,9.362544451E1,-3.264939378E-1,7.632864690E0,9.336393882E1
1.326157634E1,6.826788382E-1,-5.006643973E-2,4.340202126E-2,7.277081970E-1,9.389333353E1,-3.000303654E-1,7.592509292E0,9.363740850E1
1.326656165E1,6.809531824E-1,-4.950282638E-2,4.334093047E-2,7.293653387E-1,9.416365389E1,-2.424806392E-1,7.541113205E0,9.391607245E1
1.327154696E1,6.793137439E-1,-4.878986956E-2,4.346768305E-2,7.309329289E-1,9.441992037E1,-1.585350358E-1,7.491588218E0,9.418213790E1
1.327650035E1,6.778500518E-1,-4.817744572E-2,4.363596701E-2,7.323210658E-1,9.464826782E1,-8.107634203E-2,7.453412597E0,9.441887489E1
1.328148399E1,6.764847694E-1,-4.782568545E-2,4.365673233E-2,7.336042192E-1,9.486088505E1,-3.774035825E-2,7.425473555E0,9.463685415E1
1.328646769E1,6.751344750E-1,-4.760162620E-2,4.357205094E-2,7.348666561E-1,9.507081234E1,-1.361821580E-2,7.400005005E0,9.485068532E1
1.329145134E1,6.738145173E-1,-4.725489308E-2,4.351763328E-2,7.361027014E-1,9.527568361E1,2.223256978E-2,7.366429285E0,9.506063734E1
1.329643399E1,6.726065863E-1,-4.674108419E-2,4.365972534E-2,7.372309540E-1,9.546287489E1,8.653009527E-2,7.333791896E0,9.525453817E1
1.330141759E1,6.715732411E-1,-4.622102162E-2,4.391104469E-2,7.381902323E-1,9.562279054E1,1.587275990E-1,7.308905562E0,9.542102456E1
1.330640123E1,6.706776687E-1,-4.598244222E-2,4.418389385E-2,7.390026138E-1,9.576122167E1,2.094127525E-1,7.309472425E0,9.556310225E1
1.331138483E1,6.698323383E-1,-4.596787798E-2,4.434332906E-2,7.397602733E-1,9.589174818E1,2.325299687E-1,7.320275790E0,9.569494645E1
1.331637550E1,6.690139724E-1,-4.598217508E-2,4.436251337E-2,7.404984212E-1,9.601798347E1,2.411953648E-1,7.322709339E0,9.582205358E1
1.332135941E1,6.682491048E-1,-4.592668586E-2,4.438383399E-2,7.411908990E-1,9.613585343E1,2.549159516E-1,7.319362286E0,9.594139798E1
1.332634342E1,6.675463120E-1,-4.575814181E-2,4.461302716E-2,7.418205926E-1,9.624406143E1,2.945180310E-1,7.322330882E0,9.605229130E1
1.333132738E1,6.669301635E-1,-4.557834386E-2,4.501860838E-2,7.423611631E-1,9.633885361E1,3.492144222E-1,7.337843475E0,9.614995152E1
1.333630665E1,6.663924879E-1,-4.555085501E-2,4.545885955E-2,7.428187288E-1,9.642151572E1,3.943548276E-1,7.368994768E0,9.623399626E1
1.334129035E1,6.659099450E-1,-4.573953842E-2,4.576979745E-2,7.432206707E-1,9.649565638E1,4.112273975E-1,7.408705397E0,9.630729389E1
1.334627405E1,6.654462419E-1,-4.597919955E-2,4.598003417E-2,7.436081285E-1,9.656686207E1,4.153982666E-1,7.445062490E0,9.637704620E1
1.335125780E1,6.650211297E-1,-4.607421297E-2,4.624401950E-2,7.439660977E-1,9.663210715E1,4.349823202E-1,7.473163807E0,9.644221940E1
1.335625207E1,6.646605881E-1,-4.599059134E-2,4.661626755E-2,7.442701739E-1,9.668741618E1,4.769952334E-1,7.494258595E0,9.649919220E1
1.336123629E1,6.643822000E-1,-4.596925683E-2,4.710092738E-2,7.444895046E-1,9.673010619E1,5.230425614E-1,7.529306492E0,9.654299191E1
1.336622056E1,6.641789540E-1,-4.606681284E-2,4.753610513E-2,7.446371495E-1,9.676126444E1,5.549477951E-1,7.570792355E0,9.657399814E1
1.337120478E1,6.640398512E-1,-4.625475667E-2,4.786192276E-2,7.447286821E-1,9.678258501E1,5.698691200E-1,7.611708028E0,9.659410915E1
1.337618311E1,6.639690931E-1,-4.641795605E-2,4.811478454E-2,7.447653216E-1,9.679342889E1,5.797403983E-1,7.644975685E0,9.660380083E1
1.338116702E1,6.639923029E-1,-4.652877642E-2,4.838443417E-2,7.447202436E-1,9.678987203E1,5.941180409E-1,7.675107098E0,9.659948344E1
1.338615097E1,6.640396523E-1,-4.662961116E-2,4.872585420E-2,7.446494549E-1,9.678261550E1,6.151735831E-1,7.709889280E0,9.659161365E1
1.339113493E1,6.640933690E-1,-4.668966311E-2,4.904791840E-2,7.445766410E-1,9.677438265E1,6.376383035E-1,7.739703388E0,9.658312331E1
1.339612504E1,6.642066461E-1,-4.675836871E-2,4.925403592E-2,7.444576725E-1,9.675701960E1,6.488539077E-1,7.761451519E0,9.656520074E1
1.340110925E1,6.644071593E-1,-4.687795168E-2,4.942580252E-2,7.442598164E-1,9.672627933E1,6.522754263E-1,7.785015898E0,9.653325329E1
1.340609353E1,6.646914605E-1,-4.704956653E-2,4.964051468E-2,7.439807927E-1,9.668268113E1,6.544704043E-1,7.816402743E0,9.648787933E1
1.341107780E1,6.650007184E-1,-4.723051495E-2,4.991725510E-2,7.436743848E-1,9.663523898E1,6.609736400E-1,7.853363747E0,9.643859916E1
1.341606806E1,6.653056184E-1,-4.739433451E-2,5.019672380E-2,7.433723832E-1,9.658844825E1,6.690463026E-1,7.889070811E0,9.639013242E1
1.342105259E1,6.656217165E-1,-4.754272339E-2,5.042261409E-2,7.430645867E-1,9.653992104E1,6.735671801E-1,7.919370122E0,9.633998838E1
1.342603717E1,6.659540201E-1,-4.766737128E-2,5.061209376E-2,7.427459059E-1,9.648888620E1,6.766009974E-1,7.944866737E0,9.628749242E1
1.343102175E1,6.663056735E-1,-4.780066428E-2,5.078391613E-2,7.424101561E-1,9.643485754E1,6.772199313E-1,7.969770976E0,9.623186057E1
1.343600228E1,6.666572703E-1,-4.792955402E-2,5.092377136E-2,7.420765535E-1,9.638081480E1,6.754176486E-1,7.991847791E0,9.617621105E1
